id_solicitante,produto_solicitado,dia_vencimento,forma_envio_solicitacao,tipo_endereco,sexo,idade,estado_civil,qtde_dependentes,grau_instrucao,nacionalidade,estado_onde_nasceu,estado_onde_reside,possui_telefone_residencial,codigo_area_telefone_residencial,tipo_residencia,meses_na_residencia,possui_telefone_celular,possui_email,renda_mensal_regular,renda_extra,possui_cartao_visa,possui_cartao_mastercard,possui_cartao_diners,possui_cartao_amex,possui_outros_cartoes,qtde_contas_bancarias,qtde_contas_bancarias_especiais,valor_patrimonio_pessoal,possui_carro,vinculo_formal_com_empresa,estado_onde_trabalha,possui_telefone_trabalho,codigo_area_telefone_trabalho,meses_no_trabalho,profissao,ocupacao,profissao_companheiro,grau_instrucao_companheiro,local_onde_reside,local_onde_trabalha
21527,2,25,internet,1,F,77,4,0,0,1,CE,CE,Y,107,2.0,1.0,N,1,296.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,627.0,627.0
21528,1,25,internet,1,M,49,2,0,0,1,PE,PE,N, ,1.0,17.0,N,1,817.3,0.0,1,0,0,0,0,0,0,0.0,0,Y,PE,Y,97,0,9.0,2.0,,,534.0,534.0
21529,1,10,internet,1,M,62,3,0,0,1,SP,SP,Y,5,1.0,25.0,N,1,1260.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,5.0,,,695.0,695.0
21530,1,25,presencial,1,M,59,1,0,0,1,MG,MG,Y,29,1.0,10.0,N,0,1127.0,0.0,1,0,0,0,0,1,1,0.0,1,Y,MG,Y,29,0,9.0,5.0,0.0,0.0,319.0,319.0
21531,1,10,internet,1,F,53,1,0,0,1,SP,GO,Y,66,2.0,3.0,N,1,1100.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,5.0,,,728.0,728.0
21532,1,15,internet,1,F,45,2,2,0,1,RS,RS,N, ,1.0,5.0,N,1,425.93,0.0,0,0,0,0,0,0,0,0.0,0,Y,RS,Y,54,0,9.0,2.0,,,937.0,937.0
21533,1,15,internet,1,M,35,2,1,0,1,DF,DF,Y,66,2.0,2.0,N,1,402.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,724.0,724.0
21534,1,20,internet,1,F,54,4,0,0,1,PE,PE,Y,97,1.0,,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,555.0,555.0
21535,2,10,internet,1,M,27,2,0,0,1,MG,SP,Y,12,2.0,5.0,N,1,525.9,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,173.0,173.0
21536,2,15,internet,1,F,33,2,0,0,1,SP,SP,Y,16,4.0,5.0,N,1,360.88,0.0,0,0,0,0,0,0,0,0.0,0,Y,SP,N, ,0,9.0,2.0,,,171.0,171.0
21537,1,10,presencial,1,M,56,7,1,0,1,RS,RS,Y,58,1.0,3.0,N,0,1262.0,0.0,0,1,0,0,0,0,0,80.0,1,N, ,N, ,0,9.0,1.0,0.0,0.0,961.0,961.0
21538,1,15,internet,1,F,45,1,0,0,1,MG,MG,Y,29,1.0,26.0,N,1,350.0,350.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,323.0,323.0
21539,1,10,presencial,1,F,26,2,1,0,1,BA,BA,Y,85,1.0,10.0,N,0,700.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,BA,Y,85,0,9.0,5.0,0.0,0.0,489.0,489.0
21540,1,10,internet,1,F,29,1,1,0,1,RJ,RO,Y,77,1.0,1.0,N,1,1038.86,0.0,0,0,0,0,0,1,1,0.0,0,Y,RO,Y,77,0,9.0,2.0,11.0,,789.0,789.0
21541,1,20,internet,1,F,35,2,2,0,1,CE,CE,Y,107,1.0,2.0,N,1,1278.46,0.0,1,1,0,0,0,0,0,0.0,0,Y,CE,N, ,0,9.0,2.0,,,600.0,600.0
21542,1,25,presencial,1,F,44,2,0,0,1,MA,AP,N, ,1.0,2.0,N,1,300.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,5.0,0.0,0.0,689.0,689.0
21543,1,10,presencial,1,M,28,2,0,0,1,MS,MS,N, ,1.0,6.0,N,0,590.0,0.0,1,0,0,0,0,0,0,28000.0,1,Y,MS,Y,75,0,6.0,2.0,0.0,0.0,792.0,792.0
21544,1,10,internet,1,F,45,7,6,0,1,PE,PE,Y,97,1.0,2.0,N,1,1000.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,2.0,4.0,,,508.0,508.0
21545,1,15,presencial,1,F,58,2,0,0,1,SP,MT,Y,71,1.0,25.0,N,1,700.0,0.0,0,0,0,0,0,0,0,0.0,0,N,MT,N, ,0,9.0,4.0,,,780.0,780.0
21546,1,15,correio,1,F,39,5,3,0,1,MG,MG,Y,29,2.0,1.0,N,1,418.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,MG,Y,29,0,11.0,2.0,11.0,,334.0,334.0
21547,1,25,internet,1,F,51,1,0,0,1,AC,AM,Y,118,1.0,3.0,N,1,560.0,0.0,0,1,0,0,0,0,0,0.0,0,N, ,N, ,0,2.0,4.0,,,690.0,690.0
21548,1,10,presencial,1,F,72,4,0,0,1,CE,CE,N, ,1.0,9.0,N,0,350.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,N, ,0,2.0,4.0,0.0,0.0,639.0,639.0
21549,1,15,presencial,1,M,62,2,0,0,1,RS,RS,Y,54,1.0,8.0,N,1,700.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,4.0,0.0,0.0,935.0,935.0
21550,1,15,internet,1,M,62,4,0,0,1,MG,MG,Y,29,2.0,12.0,N,1,453.55,0.0,1,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,351.0,351.0
21551,1,15,internet,1,M,67,2,0,0,1,MA,PI,N, ,2.0,1.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,648.0,648.0
21552,1,25,internet,1,F,34,2,3,0,1,SP,SP,Y,5,2.0,3.0,N,1,603.0,0.0,1,0,0,0,0,0,0,0.0,0,Y,SP,Y,5,0,9.0,2.0,,,213.0,213.0
21553,1,25,internet,1,F,25,2,0,0,1,SP,SP,Y,5,1.0,,N,1,1200.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,11.0,,,,705.0,705.0
21554,1,15,internet,1,M,36,2,0,0,1,MT,MT,Y,71,1.0,2.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,2.0,4.0,,,781.0,781.0
21555,1,10,internet,1,M,62,2,0,0,1,MG,SP,Y,16,1.0,31.0,N,1,1180.42,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,168.0,168.0
21556,1,25,presencial,1,F,37,2,0,0,1,BA,BA,Y,86,5.0,6.0,N,0,644.0,0.0,0,1,0,0,0,1,1,0.0,1,Y,BA,N, ,0,9.0,2.0,0.0,0.0,486.0,486.0
21557,1,25,presencial,1,F,45,4,0,0,1,PB,PB,Y,103,2.0,4.0,N,1,565.0,0.0,1,1,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,,,,581.0,581.0
21558,1,10,presencial,1,M,24,6,2,0,1,PR,PR,Y,41,1.0,10.0,N,1,600.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,2.0,0.0,0.0,842.0,842.0
21559,2,25,presencial,1,F,25,2,0,0,1,PB,SP,Y,5,1.0,3.0,N,1,500.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,0.0,0.0,0.0,978.0,978.0
21560,1,20,presencial,1,F,34,2,1,0,1,MG,MS,Y,75,5.0,10.0,N,1,400.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,4.0,,,790.0,790.0
21561,1,20,internet,1,F,33,6,0,0,1,BA,BA,Y,81,1.0,9.0,N,1,399.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,BA,Y,81,0,9.0,2.0,,,402.0,402.0
21562,1,25,presencial,1,M,31,2,0,0,1,SP,SP,Y,15,2.0,1.0,N,0,513.0,900.0,0,0,0,0,0,1,1,0.0,1,Y, ,Y,15,0,9.0,2.0,9.0,3.0,150.0,150.0
21563,1,25,internet,1,F,49,5,0,0,1,SP,SP,Y,5,1.0,3.0,N,1,3063.87,0.0,1,1,0,0,0,0,0,0.0,0,Y,SP,Y,5,0,9.0,2.0,,,224.0,224.0
21564,1,10,internet,1,F,27,2,1,0,1,DF,DF,Y,66,1.0,1.0,N,1,567.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,DF,N, ,0,9.0,2.0,11.0,,723.0,723.0
21565,1,10,presencial,1,F,39,2,1,0,1,SP,SP,Y,5,1.0,5.0,N,1,567.0,500.0,0,1,0,0,0,1,1,0.0,1,Y,SP,N, ,0,9.0,2.0,0.0,0.0,174.0,174.0
21566,2,25,internet,1,F,53,2,0,0,1,PA,CE,N, ,1.0,23.0,N,1,800.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,2.0,4.0,,,630.0,630.0
21567,1,15,presencial,1,F,63,7,0,0,1,MA,MA,N, ,1.0,20.0,N,1,350.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,1.0,0.0,0.0,656.0,656.0
21568,1,15,internet,1,F,37,1,1,0,1,SP,MS,Y,75,2.0,1.0,N,1,459.43,0.0,0,1,0,0,0,1,1,30000.0,1,Y,MS,Y,75,3,9.0,2.0,,,791.0,791.0
21569,1,15,internet,1,M,27,2,1,0,1,GO,GO,Y,69,1.0,28.0,N,1,605.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,GO,N, ,0,9.0,2.0,,,759.0,759.0
21570,1,10,presencial,1,M,49,2,0,0,1,RS,RS,Y,54,1.0,18.0,N,1,700.0,0.0,0,0,0,0,0,1,1,300000.0,1,Y,RS,Y,54,0,,,,,932.0,932.0
21571,1,15,presencial,1,M,47,1,0,0,1,BA,BA,Y,81,1.0,,N,1,531.0,0.0,0,0,0,0,0,1,1,0.0,0,Y,BA,N, ,0,9.0,2.0,,,439.0,439.0
21572,1,10,presencial,1,M,56,2,0,0,1,RJ,RJ,Y,24,1.0,20.0,N,0,1220.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,1.0,0.0,0.0,272.0,272.0
21573,2,1,internet,1,F,52,2,0,0,1,PR,SC,Y,50,1.0,5.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,4.0,,,880.0,880.0
21574,1,15,presencial,1,M,38,1,0,0,1,RS,RS,Y,58,1.0,14.0,N,0,350.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,N, ,0,9.0,2.0,0.0,0.0,960.0,960.0
21575,1,5,internet,1,M,27,1,1,0,1,PE,PE,Y,97,4.0,26.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,9.0,2.0,,,555.0,555.0
21576,1,10,internet,1,M,26,2,2,0,1,PR,SC,N, ,1.0,7.0,N,1,1000.0,0.0,1,0,0,0,0,0,0,0.0,0,Y,SC,Y,48,0,8.0,3.0,,,892.0,892.0
21577,1,10,internet,1,M,71,1,3,0,1,RS,RS,N, ,0.0,2.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,944.0,944.0
21578,1,10,presencial,1,F,76,4,0,0,1,PA,PA,N, ,1.0,5.0,N,1,938.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,5.0,0.0,0.0,684.0,684.0
21579,2,1,presencial,1,F,23,1,0,0,1,BA,BA,Y,90,0.0,0.0,N,1,360.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,0.0,0.0,0.0,452.0,452.0
21580,1,15,internet,1,F,54,4,0,0,1,RJ,RJ,Y,20,1.0,14.0,N,1,1559.0,0.0,1,1,0,0,0,0,0,0.0,0,Y,RJ,Y,20,0,9.0,2.0,,,230.0,230.0
21581,1,20,presencial,1,F,33,1,0,0,1,SC,SC,Y,48,1.0,15.0,N,0,476.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,SC,Y,48,0,9.0,2.0,0.0,0.0,882.0,882.0
21582,7,25,presencial,1,F,76,4,5,0,0, ,PE,Y,97,1.0,0.0,N,1,2989.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,1.0,11.0,0.0,558.0,558.0
21583,1,25,presencial,1,F,22,2,0,0,1,GO,GO,Y,69,2.0,0.0,N,1,600.0,0.0,0,0,0,0,0,1,1,0.0,0,N, ,N, ,0,2.0,4.0,,,759.0,759.0
21584,1,15,internet,1,F,48,1,0,0,1,SP,SP,Y,10,5.0,1.0,N,1,1832.0,0.0,0,0,0,0,0,1,1,0.0,0,Y,SP,Y,10,0,9.0,2.0,11.0,,117.0,117.0
21585,1,10,presencial,1,M,26,1,2,0,1,RJ,RJ,Y,22,1.0,10.0,N,0,350.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,RJ,Y,22,0,9.0,2.0,0.0,0.0,286.0,286.0
21586,2,10,internet,1,F,22,1,2,0,1,SP,ES,Y,25,1.0,10.0,N,1,700.0,0.0,1,0,0,0,0,0,0,0.0,0,Y,ES,N, ,0,9.0,2.0,,,291.0,291.0
21587,2,20,correio,1,M,56,2,0,0,1,MG,MG,Y,29,1.0,1.0,N,1,695.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,11.0,,326.0,326.0
21588,1,5,presencial,1,M,61,4,0,0,1,RN,RN,Y,105,1.0,1.0,N,0,350.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,N, ,0,0.0,0.0,0.0,0.0,596.0,596.0
21589,1,10,internet,1,F,28,2,3,0,1,PE,CE,Y,107,1.0,4.0,N,1,600.0,0.0,0,1,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,619.0,619.0
21590,1,10,presencial,1,F,57,2,0,0,1,RS,RS,Y,62,2.0,3.0,N,0,260.0,0.0,0,0,0,0,0,0,0,0.0,1,N, ,N, ,0,9.0,1.0,0.0,0.0,977.0,977.0
21591,7,20,internet,1,F,25,1,1,0,1,GO,GO,Y,69,1.0,1.0,N,1,680.81,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,5.0,,,756.0,756.0
21592,1,10,internet,1,M,30,2,0,0,1,MG,BA,Y,84,1.0,2.0,N,1,1500.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,4.0,,,458.0,458.0
21593,1,25,internet,1,F,20,1,0,0,1,CE,CE,Y,107,2.0,4.0,N,1,304.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,CE,Y,107,0,9.0,2.0,,,628.0,628.0
21594,1,5,presencial,1,F,28,2,0,0,1,CE,CE,Y,107,1.0,6.0,N,0,888.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,CE,Y,107,0,9.0,2.0,0.0,0.0,616.0,616.0
21595,1,15,internet,1,F,24,2,0,0,1,GO,GO,N, ,1.0,0.0,N,1,574.39,407.41,1,0,0,0,0,0,0,0.0,0,Y,GO,Y,67,0,9.0,5.0,,,751.0,751.0
21596,7,20,internet,1,F,48,7,2,0,1,SP,SP,N, ,1.0,10.0,N,1,1017.53,0.0,1,1,0,0,0,0,0,0.0,0,Y,SP,Y,5,0,3.0,2.0,,,633.0,633.0
21597,1,5,presencial,1,F,59,4,0,0,1,MG,SP,Y,5,1.0,37.0,N,1,1299.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,1.0,0.0,0.0,815.0,815.0
21598,1,25,internet,1,M,53,2,0,0,1,CE,CE,Y,107,1.0,20.0,N,1,1050.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,CE,Y,107,0,9.0,2.0,,,619.0,619.0
21599,1,15,internet,1,M,58,1,0,0,1,RS,RS,N, ,1.0,35.0,N,1,614.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,960.0,960.0
21600,2,10,internet,1,F,41,1,0,0,1,BA,BA,Y,84,1.0,10.0,N,1,350.0,0.0,0,1,0,0,0,0,0,0.0,0,Y, ,N, ,0,9.0,2.0,,,458.0,458.0
21601,1,15,presencial,1,M,33,1,2,0,0, ,AP,Y,123,0.0,0.0,N,1,541.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,AP,N, ,0,11.0,5.0,11.0,0.0,689.0,689.0
21602,1,1,presencial,1,F,31,2,0,0,1,CE,CE,Y,107,1.0,12.0,N,0,370.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,CE,Y,107,0,9.0,2.0,0.0,0.0,628.0,628.0
21603,1,10,internet,1,M,74,2,0,0,1,PB,RN,Y,105,1.0,39.0,N,1,2132.51,350.0,1,1,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,590.0,590.0
21604,1,20,internet,1,M,47,2,3,0,1,MG,MG,Y,32,2.0,1.0,N,1,1300.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,4.0,,,383.0,383.0
21605,1,15,internet,1,M,48,2,1,0,1,RN,RN,Y,105,5.0,10.0,N,1,710.0,629.0,0,0,0,0,0,0,0,0.0,0,Y,RN,Y,105,0,9.0,2.0,,,595.0,595.0
21606,1,15,correio,1,M,65,2,0,0,1,ES,SP,Y,5,1.0,20.0,N,1,453.0,227.0,1,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,9.0,1.0,,,639.0,639.0
21607,1,10,correio,1,F,30,2,0,0,1,BA,BA,N, ,2.0,1.0,N,1,416.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,Y,90,0,9.0,2.0,11.0,,478.0,478.0
21608,1,15,internet,1,F,36,1,0,0,1,PE,PE,Y,111,1.0,5.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,552.0,552.0
21609,1,10,internet,1,M,42,1,2,0,1,PA,AP,Y,123,1.0,6.0,N,1,675.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,AP,N, ,0,9.0,2.0,,,689.0,689.0
21610,2,10,internet,1,F,57,2,1,0,1,AL,SP,Y,18,2.0,1.0,N,1,1500.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,136.0,136.0
21611,1,10,presencial,1,M,66,2,0,0,1,MG,MG,Y,32,1.0,4.0,N,0,350.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,4.0,0.0,0.0,389.0,389.0
21612,1,10,presencial,1,F,24,1,0,0,1,MT,MT,Y,71,1.0,5.0,N,1,600.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,0.0,0.0,0.0,781.0,781.0
21613,1,10,internet,1,M,30,2,3,0,1,PA,PA,Y,117,1.0,7.0,N,1,8728.0,0.0,0,1,0,0,0,0,0,0.0,0,Y,PA,Y,117,0,9.0,,,,660.0,660.0
21614,2,25,internet,1,M,20,1,0,0,1,CE,CE,Y,112,1.0,1.0,N,1,200.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,4.0,,,629.0,629.0
21615,1,10,presencial,1,F,70,4,3,0,1,PB,PB,N, ,1.0,0.0,N,0,350.0,350.0,1,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,1.0,0.0,0.0,583.0,583.0
21616,1,15,presencial,1,F,26,1,1,0,1,PB,PB,Y,103,1.0,6.0,N,1,350.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,N, ,0,9.0,2.0,0.0,0.0,581.0,581.0
21617,2,25,presencial,1,F,56,2,0,0,1,CE,CE,N, ,1.0,1.0,N,0,350.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,Y,105,0,0.0,1.0,0.0,0.0,628.0,628.0
21618,1,5,presencial,1,F,33,6,0,0,1,RO,RO,Y,77,1.0,9.0,N,1,2600.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,12.0,3.0,0.0,0.0,789.0,789.0
21619,1,10,presencial,1,M,37,2,0,0,1,MT,MT,Y,71,1.0,6.0,N,0,577.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,MT,N, ,0,9.0,5.0,0.0,0.0,781.0,781.0
21620,1,5,internet,1,M,40,2,0,0,1,RN,RN,N, ,1.0,1.0,N,1,870.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,596.0,596.0
21621,1,1,internet,1,M,42,2,2,0,1,SP,SP,Y,5,1.0,2.0,N,1,1268.0,0.0,1,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,9.0,2.0,,,489.0,489.0
21622,1,10,internet,1,F,40,1,0,0,1,RS,RS,Y,58,1.0,5.0,N,1,405.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,RS,Y,58,0,9.0,5.0,,,960.0,960.0
21623,7,5,internet,1,M,45,2,2,0,1,MG,MG,Y,33,2.0,3.0,N,1,510.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,374.0,374.0
21624,1,5,internet,1,F,41,1,0,0,1,CE,CE,Y,107,1.0,,N,1,800.0,65.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,11.0,4.0,,,617.0,617.0
21625,1,10,presencial,1,F,41,2,0,0,1,PR,PR,Y,44,1.0,18.0,N,0,500.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,0.0,0.0,0.0,859.0,859.0
21626,1,10,internet,1,F,51,3,0,0,1,CE,GO,N, ,1.0,5.0,N,1,336.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,758.0,758.0
21627,1,10,internet,1,F,44,4,3,0,1,CE,SP,Y,5,2.0,2.0,N,1,276.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,714.0,714.0
21628,1,5,internet,1,F,29,2,1,0,1,CE,CE,Y,107,1.0,29.0,N,1,380.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,628.0,628.0
21629,1,10,presencial,1,M,43,1,7,0,1,RN,RN,Y,105,1.0,0.0,N,0,250.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,4.0,0.0,0.0,591.0,591.0
21630,7,20,internet,1,F,67,2,0,0,2,MA,AL,N, ,1.0,1.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,11.0,1.0,11.0,,570.0,570.0
21631,1,20,presencial,1,F,47,2,2,0,1,AL,AL,Y,100,1.0,15.0,N,0,900.0,0.0,1,0,0,0,0,1,1,0.0,1,Y, ,N, ,0,9.0,5.0,0.0,0.0,570.0,570.0
21632,1,1,internet,1,F,49,1,0,0,1,RS,RS,Y,54,1.0,10.0,N,1,686.0,351.0,0,0,0,0,0,0,0,0.0,0,Y,RS,Y,54,0,9.0,2.0,,,944.0,944.0
21633,1,10,presencial,1,M,24,5,0,0,1,MG,MG,Y,29,1.0,0.0,N,0,807.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,0.0,0.0,0.0,351.0,351.0
21634,1,10,presencial,1,F,20,1,0,0,1,PE,PE,Y,97,1.0,1.0,N,1,504.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,PE,Y,97,0,9.0,2.0,11.0,,542.0,542.0
21635,1,15,internet,1,M,18,1,0,0,1,PA,PA,Y,120,5.0,1.0,N,1,380.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,9.0,2.0,,,684.0,684.0
21636,1,15,internet,1,M,29,2,0,0,1,PB,PB,Y,103,1.0,3.0,N,1,411.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,PB,Y,103,0,9.0,2.0,9.0,,581.0,581.0
21637,1,15,presencial,1,M,75,2,0,0,1,PE,PE,N, ,1.0,,N,1,1224.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,547.0,547.0
21638,1,10,presencial,1,F,33,2,2,0,1,CE,CE,Y,107,1.0,5.0,N,0,1890.0,0.0,1,0,0,0,0,0,0,0.0,1,Y,CE,Y,107,0,9.0,2.0,0.0,0.0,608.0,608.0
21639,1,10,presencial,1,F,31,2,0,0,1,RN,GO,Y,69,1.0,1.0,N,0,480.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,GO,N, ,0,9.0,5.0,0.0,0.0,755.0,755.0
21640,1,15,internet,1,F,47,2,0,0,1,SP,SP,Y,5,4.0,,N,1,421.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,2.0,,,750.0,750.0
21641,1,25,presencial,1,F,43,2,2,0,1,BA,BA,Y,84,1.0,15.0,N,0,1734.0,0.0,1,1,0,0,0,1,1,0.0,1,Y, ,N, ,0,9.0,4.0,0.0,0.0,456.0,456.0
21642,1,10,presencial,1,M,50,2,0,0,1,BA,BA,Y,86,1.0,15.0,N,0,490.0,0.0,0,1,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,1.0,0.0,0.0,443.0,443.0
21643,1,15,internet,1,F,20,1,0,0,1,PE,PE,Y,97,5.0,20.0,N,1,800.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,PE,Y,97,0,9.0,2.0,,,555.0,555.0
21644,1,20,correio,1,F,21,1,0,0,1,TO,PA,Y,117,1.0,1.0,N,1,336.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,11.0,4.0,11.0,,668.0,668.0
21645,1,15,internet,1,F,48,2,0,0,1,RS,RS,N, ,1.0,5.0,N,1,406.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,RS,N, ,0,9.0,2.0,,,940.0,940.0
21646,1,25,presencial,1,F,51,4,0,0,1,PE,SP,Y,5,2.0,0.0,N,1,401.0,0.0,0,1,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,1.0,11.0,0.0,641.0,641.0
21647,1,25,internet,1,M,39,2,0,0,1,BA,BA,Y,81,1.0,10.0,N,1,900.0,0.0,1,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,4.0,,,412.0,412.0
21648,1,15,presencial,1,F,45,1,1,0,1,PE,PE,Y,97,1.0,0.0,N,0,480.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,4.0,0.0,0.0,507.0,507.0
21649,1,15,internet,1,M,36,2,0,0,1,PA,PA,Y,117,1.0,2.0,N,1,600.0,0.0,1,0,0,0,0,0,0,0.0,0,Y,PA,N, ,0,9.0,2.0,,,671.0,671.0
21650,1,25,internet,1,F,44,2,0,0,1,BA,BA,Y,90,1.0,,N,1,480.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,457.0,457.0
21651,1,15,presencial,1,F,56,4,0,0,1,SP,SP,N, ,1.0,0.0,N,0,1300.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,N, ,0,9.0,5.0,0.0,0.0,173.0,173.0
21652,1,10,presencial,1,F,73,1,0,0,1,MG,PR,Y,41,1.0,15.0,N,0,411.0,480.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,1.0,0.0,0.0,840.0,840.0
21653,1,15,internet,1,F,58,2,0,0,1,SP,SP,Y,14,1.0,7.0,N,1,527.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,1.0,,,140.0,140.0
21654,1,15,presencial,1,M,35,2,0,0,1,BA,BA,Y,84,1.0,20.0,N,0,400.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,BA,Y,84,0,9.0,2.0,0.0,0.0,452.0,452.0
