id_solicitante,produto_solicitado,dia_vencimento,sexo,idade,estado_civil,possui_telefone_residencial,meses_na_residencia,valor_patrimonio_pessoal_norm,profissao,ocupacao,inadimplente,idade_bin,renda_total_norm,estado_onde_nasceu,estado_onde_reside,regiao_onde_reside,regiao_onde_nasceu,origem
1982,1,25,M,42,5,Y,10.0,-0.051989890358970794,9.0,2.0,0.0,"(40, 50]",-0.05009992310180741,PB,PB,Nordeste,Nordeste,treino
1983,1,15,F,43,1,Y,1.0,0.325039395614931,0.0,2.0,1.0,"(40, 50]",-0.06381957711640844,RS,RS,Sul,Sul,treino
1984,1,10,M,23,2,Y,,-0.051989890358970794,11.0,2.0,0.0,"(20, 30]",-0.06915499812208661,PA,PA,Norte,Norte,treino
1985,1,15,F,18,1,Y,18.0,0.8277451102468,,5.0,1.0,"(10, 20]",-0.06372430174130704,MG,MG,Sudeste,Sudeste,treino
1986,2,25,M,54,2,Y,14.0,0.9534215389047672,9.0,2.0,0.0,"(50, 60]",0.0994948016061476,GO,GO,Centro-Oeste,Centro-Oeste,treino
1987,1,5,M,68,6,N,4.0,-0.051989890358970794,9.0,1.0,1.0,"(60, 70]",-0.05896053298623724,AM,AM,Norte,Norte,treino
1988,2,10,F,29,2,Y,,-0.051989890358970794,,,1.0,"(20, 30]",0.09814856055596487,SP,SP,Sudeste,Sudeste,treino
1989,1,5,M,43,1,Y,20.0,-0.051989890358970794,9.0,5.0,1.0,"(40, 50]",-0.024470847199531867,BA,BA,Nordeste,Nordeste,treino
1990,1,15,F,54,5,Y,7.0,-0.051989890358970794,9.0,2.0,1.0,"(50, 60]",-0.052386532104240914,PA,PA,Norte,Norte,treino
1991,7,20,F,38,2,Y,20.0,-0.051989890358970794,9.0,5.0,0.0,"(30, 40]",-0.05905580836133864,PE,PE,Nordeste,Nordeste,treino
1992,1,25,M,52,2,Y,1.0,-0.051989890358970794,9.0,2.0,0.0,"(50, 60]",0.002777910079467407,CE,CE,Nordeste,Nordeste,treino
1993,1,10,M,31,6,Y,10.0,-0.051989890358970794,11.0,2.0,0.0,"(30, 40]",-0.01951652769425927,RS,RS,Sul,Sul,treino
1994,1,10,F,31,1,N,4.0,-0.051989890358970794,9.0,2.0,1.0,"(30, 40]",-0.0430495453443041,MG,MG,Sudeste,Sudeste,treino
1995,1,15,M,51,2,Y,8.0,-0.051989890358970794,2.0,4.0,0.0,"(50, 60]",0.05603684476114781,GO,DF,Centro-Oeste,Centro-Oeste,treino
1996,1,25,M,41,2,Y,16.0,-0.051989890358970794,9.0,2.0,1.0,"(40, 50]",-0.032473978708049134,SP,SP,Sudeste,Sudeste,treino
1997,1,25,F,22,2,Y,0.0,-0.051989890358970794,9.0,4.0,1.0,"(20, 30]",0.05051087300526683,PE,AL,Nordeste,Nordeste,treino
1998,1,25,M,43,2,Y,3.0,-0.051989890358970794,9.0,5.0,0.0,"(40, 50]",-0.037333022838220334,RJ,SP,Sudeste,Sudeste,treino
1999,1,10,M,59,2,Y,25.0,-0.051989890358970794,,,0.0,"(50, 60]",0.0025873593292646143,MG,MG,Sudeste,Sudeste,treino
2000,1,10,M,40,2,Y,13.0,-0.051989890358970794,,,0.0,"(30, 40]",0.12555833321888552,SP,SP,Sudeste,Sudeste,treino
2001,2,20,F,29,2,Y,0.0,-0.051989890358970794,9.0,2.0,1.0,"(20, 30]",-0.04667000959815715,SP,SP,Sudeste,Sudeste,treino
2002,1,5,F,30,2,Y,4.0,-0.051989890358970794,0.0,0.0,1.0,"(20, 30]",-0.02513777482524164,RS,RS,Sul,Sul,treino
2003,1,10,M,34,2,N,,-0.051989890358970794,11.0,2.0,1.0,"(30, 40]",-0.036380269087206374,MG,MG,Sudeste,Sudeste,treino
2004,1,15,F,44,5,Y,5.0,-0.051989890358970794,8.0,5.0,1.0,"(40, 50]",0.4792500609615491,RJ,RJ,Sudeste,Sudeste,treino
2005,1,15,F,41,6,Y,10.0,-0.051989890358970794,2.0,4.0,1.0,"(40, 50]",-0.054292039606268834,MT,MT,Centro-Oeste,Centro-Oeste,treino
2006,1,10,F,49,2,Y,1.0,-0.051989890358970794,9.0,2.0,1.0,"(40, 50]",-0.06667783836945032,BA,BA,Nordeste,Nordeste,treino
2007,1,5,F,43,1,Y,30.0,-0.051989890358970794,9.0,5.0,1.0,"(40, 50]",-0.05896053298623724,AL,AL,Nordeste,Nordeste,treino
2008,2,25,M,24,6,Y,5.0,-0.051989890358970794,9.0,2.0,1.0,"(20, 30]",-0.05905580836133864,BA,BA,Nordeste,Nordeste,treino
2009,1,10,F,37,0,Y,3.0,-0.051989890358970794,11.0,4.0,1.0,"(30, 40]",-0.06191406961438052, ,PE,Nordeste,Sem estado,treino
2010,1,15,M,34,1,Y,3.0,-0.051989890358970794,9.0,4.0,1.0,"(30, 40]",-0.05905580836133864,RN,RN,Nordeste,Nordeste,treino
2011,2,15,M,50,2,N,,-0.051989890358970794,9.0,1.0,1.0,"(40, 50]",-0.05009992310180741,BA,BA,Nordeste,Nordeste,treino
2012,1,10,F,58,2,Y,,-0.051989890358970794,,,0.0,"(50, 60]",0.02249991272545639,MT,MT,Centro-Oeste,Centro-Oeste,treino
2013,1,10,F,30,2,Y,8.0,-0.051989890358970794,9.0,2.0,0.0,"(20, 30]",-0.05505424260708,PR,SP,Sudeste,Sul,treino
2014,2,25,F,29,1,Y,1.0,-0.051989890358970794,9.0,4.0,0.0,"(20, 30]",-0.05905580836133864,SP,SP,Sudeste,Sudeste,treino
2015,1,25,F,52,6,Y,15.0,-0.051989890358970794,9.0,4.0,0.0,"(50, 60]",-0.04476450209612923,MS,MS,Centro-Oeste,Centro-Oeste,treino
2016,1,10,F,31,1,Y,5.0,-0.051989890358970794,,4.0,0.0,"(30, 40]",-0.024280296449329074,RS,RS,Sul,Sul,treino
2017,1,5,F,57,2,Y,8.0,-0.051989890358970794,9.0,4.0,0.0,"(50, 60]",-0.05905580836133864,MA,PA,Norte,Nordeste,treino
2018,1,10,F,32,1,Y,0.0,-0.051989890358970794,11.0,2.0,1.0,"(30, 40]",0.012400722964708408, ,BA,Nordeste,Sem estado,treino
2019,1,10,F,51,2,Y,14.0,-0.051989890358970794,9.0,2.0,0.0,"(50, 60]",-0.05448259035647163,RS,RS,Sul,Sul,treino
2020,1,15,M,59,4,Y,11.0,-0.051989890358970794,,,1.0,"(50, 60]",0.021928260474848017,SP,SP,Sudeste,Sudeste,treino
2021,1,5,F,65,2,Y,5.0,-0.051989890358970794,9.0,1.0,1.0,"(60, 70]",-0.05905580836133864,RS,MS,Centro-Oeste,Sul,treino
2022,2,15,F,48,2,Y,23.0,-0.051989890358970794,9.0,2.0,1.0,"(40, 50]",-0.05886525761113585,MT,GO,Centro-Oeste,Centro-Oeste,treino
2023,1,1,M,39,5,Y,5.0,-0.051989890358970794,9.0,5.0,1.0,"(30, 40]",-0.014276382063682489,RS,RS,Sul,Sul,treino
2024,1,15,F,61,1,Y,30.0,-0.051989890358970794,,1.0,0.0,"(60, 70]",-0.05896053298623724,MG,MG,Sudeste,Sudeste,treino
2025,1,25,M,44,7,Y,,-0.051989890358970794,,,1.0,"(40, 50]",-0.055816445607891174,RO,RO,Norte,Norte,treino
2026,1,10,F,73,4,N,30.0,-0.051989890358970794,9.0,5.0,1.0,"(70, 80]",-0.05905580836133864,BA,BA,Nordeste,Nordeste,treino
2027,1,20,F,29,2,Y,5.0,-0.051989890358970794,9.0,2.0,0.0,"(20, 30]",-0.06763059212046428,PB,PB,Nordeste,Nordeste,treino
2028,1,1,F,28,1,Y,1.0,-0.051989890358970794,11.0,4.0,0.0,"(20, 30]",-0.07239436087553408,CE,CE,Nordeste,Nordeste,treino
2029,1,10,F,65,1,N,1.0,-0.051989890358970794,9.0,0.0,1.0,"(60, 70]",-0.06820224437107265,CE,CE,Nordeste,Nordeste,treino
2030,1,10,F,26,2,Y,0.0,-0.051989890358970794,9.0,2.0,0.0,"(20, 30]",-0.046003081972447374, ,RJ,Sudeste,Sem estado,treino
2031,2,25,F,36,1,Y,,-0.051989890358970794,9.0,4.0,0.0,"(30, 40]",0.05603684476114781,BA,BA,Nordeste,Nordeste,treino
2032,1,5,F,65,4,N,12.0,-0.051989890358970794,9.0,1.0,0.0,"(60, 70]",-0.05905580836133864,RS,RS,Sul,Sul,treino
2033,1,10,F,18,1,Y,7.0,-0.051989890358970794,9.0,2.0,1.0,"(10, 20]",-0.05171960447853114,SP,SP,Sudeste,Sudeste,treino
2034,1,15,F,51,1,Y,20.0,-0.051989890358970794,0.0,0.0,0.0,"(50, 60]",0.012400722964708408,RJ,RJ,Sudeste,Sudeste,treino
2035,2,25,F,38,2,Y,0.0,-0.051989890358970794,,5.0,1.0,"(30, 40]",-0.04476450209612923,CE,CE,Nordeste,Nordeste,treino
2036,1,10,F,58,1,Y,13.0,-0.051989890358970794,,,0.0,"(50, 60]",-0.05905580836133864,RS,RS,Sul,Sul,treino
2037,1,5,M,59,2,Y,13.0,-0.051989890358970794,2.0,4.0,1.0,"(50, 60]",0.05051087300526683,CE,CE,Nordeste,Nordeste,treino
2038,1,5,F,68,4,Y,34.0,-0.051989890358970794,9.0,1.0,0.0,"(60, 70]",-0.06601091074374055,RS,RR,Norte,Sul,treino
2039,1,10,F,48,2,Y,3.0,-0.051989890358970794,9.0,2.0,1.0,"(40, 50]",-0.0018905833005010005,MA,DF,Centro-Oeste,Nordeste,treino
2040,1,5,F,60,1,Y,0.0,-0.051989890358970794,9.0,1.0,0.0,"(50, 60]",-0.05896053298623724,MG,MS,Centro-Oeste,Sudeste,treino
2041,1,25,M,30,2,Y,4.0,-0.051989890358970794,0.0,0.0,0.0,"(20, 30]",-0.03047319583091982,RS,RS,Sul,Sul,treino
2042,1,15,F,45,1,Y,20.0,-0.051989890358970794,9.0,4.0,0.0,"(40, 50]",-0.01618188956571041,PB,PB,Nordeste,Nordeste,treino
2043,1,10,F,56,2,Y,0.0,-0.051989890358970794,13.0,1.0,0.0,"(50, 60]",-0.05905580836133864,MT,MT,Centro-Oeste,Centro-Oeste,treino
2044,1,10,F,45,1,Y,30.0,-0.051989890358970794,2.0,4.0,1.0,"(40, 50]",-0.04667000959815715,BA,BA,Nordeste,Nordeste,treino
2045,1,10,F,34,2,Y,10.0,-0.051989890358970794,9.0,5.0,0.0,"(30, 40]",-0.054292039606268834,RJ,RJ,Sudeste,Sudeste,treino
2046,1,25,M,39,2,Y,15.0,-0.051989890358970794,9.0,4.0,1.0,"(30, 40]",-0.049528270851199034,PE,PE,Nordeste,Nordeste,treino
2047,1,1,F,33,6,N,2.0,-0.051989890358970794,9.0,2.0,1.0,"(30, 40]",0.05222582975709196,AM,AM,Norte,Norte,treino
2048,1,10,M,36,2,Y,36.0,-0.051989890358970794,9.0,2.0,0.0,"(30, 40]",-0.023232267323213717,RJ,RJ,Sudeste,Sudeste,treino
2049,1,10,F,50,2,Y,1.0,-0.051989890358970794,9.0,2.0,0.0,"(40, 50]",-0.049051893975692054,MG,MG,Sudeste,Sudeste,treino
2050,1,10,F,45,2,Y,5.0,-0.051989890358970794,9.0,1.0,0.0,"(40, 50]",-0.051338502978125554,PE,PE,Nordeste,Nordeste,treino
2051,7,10,M,26,2,Y,6.0,-0.051989890358970794,9.0,2.0,1.0,"(20, 30]",-0.03237870333294774,SP,SP,Sudeste,Sudeste,treino
2052,1,25,M,39,2,Y,36.0,-0.051989890358970794,0.0,3.0,1.0,"(30, 40]",-0.006654352055570804,GO,GO,Centro-Oeste,Centro-Oeste,treino
2053,1,10,F,73,4,N,15.0,-0.051989890358970794,9.0,1.0,0.0,"(70, 80]",-0.06381957711640844,RS,RS,Sul,Sul,treino
2054,1,10,F,38,1,Y,12.0,-0.051989890358970794,9.0,4.0,1.0,"(30, 40]",-0.01618188956571041,PA,PA,Norte,Norte,treino
2055,1,10,F,80,4,N,26.0,-0.051989890358970794,0.0,0.0,0.0,"(70, 80]",-0.05905580836133864,PA,PA,Norte,Norte,treino
2056,1,10,M,56,1,Y,1.0,-0.051989890358970794,,,0.0,"(50, 60]",-0.04333537146960829,MG,MG,Sudeste,Sudeste,treino
2057,1,10,M,40,2,Y,7.0,-0.051989890358970794,9.0,2.0,0.0,"(30, 40]",-0.06867862124657964,PR,PR,Sul,Sul,treino
2058,1,10,F,30,2,Y,2.0,-0.051989890358970794,9.0,2.0,0.0,"(20, 30]",0.00706530195903023,PA,AP,Norte,Norte,treino
2059,2,10,F,34,2,Y,1.0,-0.051989890358970794,,,0.0,"(30, 40]",-0.05905580836133864,BA,BA,Nordeste,Nordeste,treino
2060,1,5,M,22,1,Y,17.0,-0.051989890358970794,9.0,2.0,1.0,"(20, 30]",0.0009676779525408814,RS,RS,Sul,Sul,treino
2061,2,10,M,38,2,Y,1.0,-0.051989890358970794,9.0,2.0,0.0,"(30, 40]",-0.02569227750833177,BA,BA,Nordeste,Nordeste,treino
2062,1,10,F,38,1,Y,11.0,-0.051989890358970794,9.0,1.0,0.0,"(30, 40]",-0.04638418347285296,RS,RS,Sul,Sul,treino
2063,1,5,F,69,2,Y,0.0,-0.051989890358970794,9.0,1.0,0.0,"(60, 70]",-0.04181096546798595,MG,MG,Sudeste,Sudeste,treino
2064,1,15,M,26,2,Y,16.0,-0.051989890358970794,9.0,5.0,1.0,"(20, 30]",-0.049051893975692054,MS,MS,Centro-Oeste,Centro-Oeste,treino
2065,1,10,F,78,4,N,1.0,-0.051989890358970794,9.0,1.0,0.0,"(70, 80]",-0.05905580836133864,RN,RJ,Sudeste,Nordeste,treino
2066,1,10,M,30,1,Y,5.0,-0.051989890358970794,9.0,2.0,0.0,"(20, 30]",-0.03628499371210498,PE,PE,Nordeste,Nordeste,treino
2067,1,10,F,30,2,Y,2.0,-0.051989890358970794,9.0,4.0,0.0,"(20, 30]",-0.049528270851199034,RN,RN,Nordeste,Nordeste,treino
2068,1,10,F,38,1,Y,20.0,-0.051989890358970794,9.0,2.0,1.0,"(30, 40]",-0.058674706860933054,RN,RN,Nordeste,Nordeste,treino
2069,1,10,F,35,2,Y,2.0,-0.051989890358970794,9.0,2.0,0.0,"(30, 40]",-0.0526723582295451,PR,PR,Sul,Sul,treino
2070,1,10,M,53,2,Y,5.0,-0.051989890358970794,9.0,5.0,0.0,"(50, 60]",0.07575884740713679,PR,PR,Sul,Sul,treino
2071,1,15,F,31,2,Y,12.0,-0.051989890358970794,,,0.0,"(30, 40]",-0.049528270851199034,PB,PB,Nordeste,Nordeste,treino
2072,1,10,M,52,5,N,9.0,-0.051989890358970794,9.0,2.0,1.0,"(50, 60]",-0.02247006432240255,RS,RS,Sul,Sul,treino
2073,1,25,F,51,2,Y,10.0,-0.051989890358970794,2.0,4.0,0.0,"(50, 60]",-0.03523696458598962,PE,PE,Nordeste,Nordeste,treino
2074,1,20,F,36,1,N,3.0,-0.051989890358970794,9.0,2.0,0.0,"(30, 40]",-0.05457786573157302,RN,RN,Nordeste,Nordeste,treino
2075,1,10,F,44,2,Y,2.0,-0.051989890358970794,9.0,2.0,1.0,"(40, 50]",-0.02218423819709836,SP,SP,Sudeste,Sudeste,treino
2076,1,25,F,33,1,Y,30.0,-0.051989890358970794,11.0,2.0,1.0,"(30, 40]",-0.049528270851199034,RJ,RJ,Sudeste,Sudeste,treino
2077,1,15,F,59,2,N,30.0,-0.051989890358970794,12.0,1.0,0.0,"(50, 60]",0.07937931166098984,CE,CE,Nordeste,Nordeste,treino
2078,1,10,M,43,2,Y,,-0.051989890358970794,9.0,5.0,0.0,"(40, 50]",-0.031616500332136574,RJ,RJ,Sudeste,Sudeste,treino
2079,1,10,F,27,1,Y,5.0,-0.051989890358970794,9.0,2.0,1.0,"(20, 30]",-0.03561806608639521,PE,PE,Nordeste,Nordeste,treino
2080,1,10,M,52,2,N,27.0,-0.051989890358970794,9.0,5.0,1.0,"(50, 60]",-0.027900760703182124,RS,RS,Sul,Sul,treino
2081,1,25,F,32,2,Y,6.0,-0.051989890358970794,9.0,4.0,0.0,"(30, 40]",-0.03904797959004547,MG,SP,Sudeste,Sudeste,treino
2082,1,20,F,31,1,N,1.0,-0.051989890358970794,11.0,2.0,0.0,"(30, 40]",-0.05036002487583422,GO,GO,Centro-Oeste,Centro-Oeste,treino
2083,1,10,F,71,4,N,30.0,-0.051989890358970794,9.0,1.0,0.0,"(70, 80]",-0.05905580836133864,AP,AP,Norte,Norte,treino
2084,1,10,M,47,1,Y,,-0.051989890358970794,,,1.0,"(40, 50]",-0.057150300859310714,MG,MG,Sudeste,Sudeste,treino
2085,1,10,F,40,7,Y,27.0,-0.051989890358970794,9.0,4.0,1.0,"(30, 40]",-0.054292039606268834,MS,MT,Centro-Oeste,Centro-Oeste,treino
2086,1,15,F,49,1,Y,5.0,-0.051989890358970794,9.0,2.0,0.0,"(40, 50]",-0.056197547108296754,CE,CE,Nordeste,Nordeste,treino
2087,1,25,F,37,1,Y,15.0,-0.051989890358970794,9.0,5.0,1.0,"(30, 40]",-0.054292039606268834,PA,AP,Norte,Norte,treino
2088,1,25,F,30,2,Y,,-0.051989890358970794,9.0,1.0,0.0,"(20, 30]",-0.05905580836133864,SP,SP,Sudeste,Sudeste,treino
2089,1,20,F,38,2,N,12.0,-0.051989890358970794,4.0,2.0,0.0,"(30, 40]",-0.058103054610324674,PE,PE,Nordeste,Nordeste,treino
2090,1,10,F,70,4,N,,-0.051989890358970794,,,0.0,"(60, 70]",0.09054558562287346,PR,PR,Sul,Sul,treino
2091,1,10,F,72,1,Y,30.0,-0.051989890358970794,9.0,1.0,1.0,"(70, 80]",-0.05905580836133864,BA,BA,Nordeste,Nordeste,treino
2092,1,10,M,28,2,Y,3.0,-0.051989890358970794,9.0,2.0,1.0,"(20, 30]",0.021928260474848017,SP,SP,Sudeste,Sudeste,treino
2093,1,10,M,45,2,Y,9.0,0.4507158242728982,2.0,4.0,1.0,"(40, 50]",-0.025709427075850017,SP,PR,Sul,Sudeste,treino
2094,1,15,M,62,2,Y,30.0,-0.051989890358970794,11.0,1.0,0.0,"(60, 70]",-0.046003081972447374,PE,SP,Sudeste,Nordeste,treino
2095,1,10,M,38,1,Y,7.0,-0.051989890358970794,9.0,2.0,0.0,"(30, 40]",-0.05162432910342975,RS,RS,Sul,Sul,treino
2096,1,5,F,51,7,Y,1.0,-0.051989890358970794,9.0,1.0,0.0,"(50, 60]",0.1797995570178613,AP,AP,Norte,Norte,treino
2097,1,20,F,62,1,Y,1.0,-0.051989890358970794,9.0,1.0,0.0,"(60, 70]",-0.020945658320780214,MG,GO,Centro-Oeste,Sudeste,treino
2098,7,15,M,51,4,Y,3.0,-0.051989890358970794,0.0,0.0,1.0,"(50, 60]",-0.029520442079905857,BA,SP,Sudeste,Nordeste,treino
2099,1,15,F,19,2,Y,9.0,-0.051989890358970794,9.0,2.0,1.0,"(10, 20]",-0.049528270851199034,PE,PE,Nordeste,Nordeste,treino
2100,2,10,M,30,2,Y,6.0,-0.051989890358970794,0.0,0.0,1.0,"(20, 30]",-0.048575517100185074,BA,SP,Sudeste,Nordeste,treino
2101,2,10,F,48,1,Y,1.0,-0.051989890358970794,,4.0,0.0,"(40, 50]",-0.01618188956571041,MG,SP,Sudeste,Sudeste,treino
2102,1,15,F,41,2,Y,15.0,-0.051989890358970794,,,0.0,"(40, 50]",-0.03047319583091982,RS,RS,Sul,Sul,treino
2103,1,10,F,49,4,Y,3.0,-0.051989890358970794,0.0,1.0,0.0,"(40, 50]",-0.009417337933511289,MG,MG,Sudeste,Sudeste,treino
2104,1,5,F,30,1,Y,0.0,-0.051989890358970794,0.0,0.0,0.0,"(20, 30]",-0.04476450209612923,PB,SP,Sudeste,Nordeste,treino
2105,1,15,F,43,2,Y,30.0,-0.051989890358970794,9.0,4.0,1.0,"(40, 50]",-0.025709427075850017,RJ,RJ,Sudeste,Sudeste,treino
2106,1,25,M,24,2,Y,8.0,-0.051989890358970794,9.0,2.0,0.0,"(20, 30]",-0.044192849845520854,MA,GO,Centro-Oeste,Nordeste,treino
2107,1,10,F,48,2,N,,-0.051989890358970794,9.0,,0.0,"(40, 50]",-0.058929092112453785,BA,BA,Nordeste,Nordeste,treino
2108,1,10,M,32,2,Y,5.0,-0.051989890358970794,9.0,2.0,0.0,"(30, 40]",-0.05114795222792277,RS,RS,Sul,Sul,treino
2109,1,10,M,55,2,Y,,-0.051989890358970794,,,0.0,"(50, 60]",-0.053339285855254874,PA,PA,Norte,Norte,treino
2110,1,25,F,18,1,Y,,-0.051989890358970794,9.0,2.0,1.0,"(10, 20]",-0.01761102019223135,BA,BA,Nordeste,Nordeste,treino
2111,1,10,F,29,1,Y,6.0,-0.051989890358970794,9.0,2.0,0.0,"(20, 30]",-0.051814879853632534,MA,PA,Norte,Nordeste,treino
2112,1,10,M,43,2,Y,1.0,-0.051989890358970794,11.0,2.0,0.0,"(40, 50]",-0.05419676423116744,MG,MG,Sudeste,Sudeste,treino
2113,1,15,F,27,1,Y,10.0,-0.051989890358970794,9.0,4.0,1.0,"(20, 30]",-0.058103054610324674,CE,CE,Nordeste,Nordeste,treino
2114,1,15,F,21,1,Y,6.0,-0.051989890358970794,9.0,4.0,1.0,"(20, 30]",-0.06858334587147824,MA,GO,Centro-Oeste,Nordeste,treino
2115,1,5,M,51,2,Y,20.0,-0.051989890358970794,9.0,2.0,0.0,"(50, 60]",-0.003319713927021941,CE,CE,Nordeste,Nordeste,treino
2116,1,10,F,60,1,Y,9.0,-0.051989890358970794,9.0,4.0,0.0,"(50, 60]",-0.064677055492321,MA,PA,Norte,Nordeste,treino
2117,1,20,M,32,0,Y,1.0,-0.051989890358970794,11.0,5.0,1.0,"(30, 40]",-0.04238261771859433, ,MG,Sudeste,Sem estado,treino
2118,2,20,F,37,2,Y,,-0.051989890358970794,9.0,,1.0,"(30, 40]",0.002697878764382242,PB,PB,Nordeste,Nordeste,treino
2119,1,15,F,44,2,Y,22.0,-0.051989890358970794,,,1.0,"(40, 50]",-0.03523696458598962,MA,MA,Nordeste,Nordeste,treino
2120,1,10,F,36,7,Y,1.0,0.4507158242728982,,4.0,0.0,"(30, 40]",-0.020945658320780214,RS,RS,Sul,Sul,treino
2121,1,25,F,44,2,Y,1.0,-0.051989890358970794,9.0,4.0,0.0,"(40, 50]",-0.025709427075850017,RJ,RJ,Sudeste,Sudeste,treino
2122,1,15,F,40,1,Y,1.0,-0.051989890358970794,9.0,2.0,1.0,"(30, 40]",0.03621956674005743,MG,MG,Sudeste,Sudeste,treino
2123,1,10,M,54,2,Y,0.0,-0.051989890358970794,9.0,4.0,1.0,"(50, 60]",-0.054292039606268834,PE,PE,Nordeste,Nordeste,treino
2124,1,20,M,27,6,N,19.0,-0.051989890358970794,9.0,2.0,1.0,"(20, 30]",-0.04476450209612923,RN,RN,Nordeste,Nordeste,treino
2125,1,25,F,40,2,Y,25.0,-0.051989890358970794,9.0,2.0,1.0,"(30, 40]",-0.051731037523543306,RJ,RJ,Sudeste,Sudeste,treino
2126,1,10,F,23,2,Y,,-0.051989890358970794,9.0,5.0,1.0,"(20, 30]",-0.04190624084308735,BA,BA,Nordeste,Nordeste,treino
2127,1,5,F,46,4,Y,12.0,-0.051989890358970794,0.0,1.0,0.0,"(40, 50]",-0.03323618170886031,RS,RS,Sul,Sul,treino
2128,1,20,F,52,1,Y,0.0,-0.051989890358970794,9.0,2.0,0.0,"(50, 60]",0.00039602570193250506, ,PE,Nordeste,Sem estado,treino
2129,1,25,M,39,2,Y,11.0,-0.051989890358970794,,,0.0,"(30, 40]",-0.06648728761924753,RN,RN,Nordeste,Nordeste,treino
2130,1,10,F,52,1,Y,2.0,-0.051989890358970794,,,1.0,"(50, 60]",-0.054292039606268834,PE,PE,Nordeste,Nordeste,treino
2131,1,5,F,84,2,Y,,-0.051989890358970794,11.0,1.0,0.0,"(80, 90]",0.13197131871696047,SP,PA,Norte,Sudeste,treino
2132,1,10,M,27,2,Y,40.0,-0.051989890358970794,9.0,2.0,0.0,"(20, 30]",-0.04047711021656641,ES,ES,Sudeste,Sudeste,treino
2133,1,15,M,35,2,Y,18.0,-0.051989890358970794,,,0.0,"(30, 40]",-0.06381957711640844,BA,BA,Nordeste,Nordeste,treino
2134,2,10,M,42,2,Y,,-0.051989890358970794,,,0.0,"(40, 50]",-0.0037008154274275258,SP,SP,Sudeste,Sudeste,treino
2135,1,5,M,68,1,N,26.0,-0.051989890358970794,0.0,0.0,0.0,"(60, 70]",-0.05905580836133864,MS,MS,Centro-Oeste,Centro-Oeste,treino
2136,1,1,M,41,2,Y,33.0,-0.051989890358970794,,,1.0,"(40, 50]",-0.05543534410748559,AM,AM,Norte,Norte,treino
2137,1,10,M,71,2,N,2.0,0.8277451102468,9.0,1.0,1.0,"(70, 80]",-0.05905580836133864,RS,RS,Sul,Sul,treino
2138,1,5,M,46,3,Y,0.0,-0.051989890358970794,9.0,5.0,0.0,"(40, 50]",-0.0260905285762556,SP,SP,Sudeste,Sudeste,treino
2139,7,10,F,45,6,Y,2.0,-0.051989890358970794,2.0,4.0,1.0,"(40, 50]",-0.03523696458598962,BA,BA,Nordeste,Nordeste,treino
2140,2,15,F,22,6,Y,3.0,-0.051989890358970794,9.0,2.0,0.0,"(20, 30]",-0.05905580836133864,BA,BA,Nordeste,Nordeste,treino
2141,1,15,F,41,2,Y,30.0,-0.051989890358970794,9.0,5.0,0.0,"(40, 50]",-0.049528270851199034,CE,CE,Nordeste,Nordeste,treino
2142,1,5,F,26,4,Y,3.0,-0.051989890358970794,,,1.0,"(20, 30]",0.009351910961463735,DF,GO,Centro-Oeste,Centro-Oeste,treino
2143,1,15,F,49,5,Y,4.0,-0.051989890358970794,9.0,5.0,0.0,"(40, 50]",-0.049528270851199034,MG,MG,Sudeste,Sudeste,treino
2144,1,10,M,25,0,Y,0.0,-0.051989890358970794,9.0,2.0,0.0,"(20, 30]",-0.05562589485768838, ,AP,Norte,Sem estado,treino
2145,1,20,F,21,1,Y,6.0,-0.051989890358970794,9.0,2.0,0.0,"(20, 30]",-0.033429590720316135,RS,RS,Sul,Sul,treino
2146,1,10,F,66,2,N,15.0,-0.051989890358970794,9.0,1.0,0.0,"(60, 70]",-0.019992904569766254,SE,SE,Nordeste,Nordeste,treino
2147,1,5,F,83,5,Y,42.0,3.718302969380047,,1.0,0.0,"(80, 90]",0.11548867882441895,GO,DF,Centro-Oeste,Centro-Oeste,treino
2148,1,10,M,60,4,Y,0.0,-0.051989890358970794,11.0,1.0,0.0,"(50, 60]",-0.019421252319157877, ,RS,Sul,Sem estado,treino
2149,1,10,F,55,2,Y,23.0,-0.051989890358970794,11.0,2.0,0.0,"(50, 60]",0.03860145111759233,MT,MT,Centro-Oeste,Centro-Oeste,treino
2150,1,15,M,34,2,Y,8.0,-0.051989890358970794,2.0,,1.0,"(30, 40]",-0.03523696458598962,CE,CE,Nordeste,Nordeste,treino
2151,1,5,M,61,2,Y,1.0,-0.051989890358970794,11.0,1.0,0.0,"(60, 70]",-0.0139905559383783,ES,ES,Sudeste,Sudeste,treino
2152,1,15,F,38,1,Y,10.0,-0.051989890358970794,,,0.0,"(30, 40]",0.1314949418414535,MG,SP,Sudeste,Sudeste,treino
2153,1,15,M,33,7,Y,21.0,-0.051989890358970794,9.0,2.0,0.0,"(30, 40]",-0.03133067420683238,SP,SP,Sudeste,Sudeste,treino
2154,1,10,F,37,2,Y,1.0,-0.051989890358970794,9.0,2.0,0.0,"(30, 40]",0.008208606460246981,PA,PA,Norte,Norte,treino
2155,1,15,F,23,6,Y,1.0,-0.051989890358970794,,4.0,1.0,"(20, 30]",-0.025709427075850017,SP,SP,Sudeste,Sudeste,treino
2156,1,15,F,62,2,N,4.0,-0.051989890358970794,,,0.0,"(60, 70]",-0.055721170232789774,AL,RJ,Sudeste,Nordeste,treino
