id_solicitante,produto_solicitado,dia_vencimento,forma_envio_solicitacao,tipo_endereco,sexo,idade,estado_civil,qtde_dependentes,grau_instrucao,nacionalidade,estado_onde_nasceu,estado_onde_reside,possui_telefone_residencial,codigo_area_telefone_residencial,tipo_residencia,meses_na_residencia,possui_telefone_celular,possui_email,renda_mensal_regular,renda_extra,possui_cartao_visa,possui_cartao_mastercard,possui_cartao_diners,possui_cartao_amex,possui_outros_cartoes,qtde_contas_bancarias,qtde_contas_bancarias_especiais,valor_patrimonio_pessoal,possui_carro,vinculo_formal_com_empresa,estado_onde_trabalha,possui_telefone_trabalho,codigo_area_telefone_trabalho,meses_no_trabalho,profissao,ocupacao,profissao_companheiro,grau_instrucao_companheiro,local_onde_reside,local_onde_trabalha,inadimplente
596,1,10,presencial,1,F,37,1,0,0,1,CE,CE,Y,107,1.0,30.0,N,0,300.0,0.0,0,1,0,0,0,1,1,0.0,1,Y, ,N, ,0,9.0,4.0,0.0,0.0,605.0,605.0,1
597,1,10,presencial,1,F,40,2,0,0,1,MG,SP,Y,5,5.0,12.0,N,0,350.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,SP,N, ,0,0.0,0.0,0.0,0.0,994.0,994.0,0
598,1,5,presencial,1,M,66,6,0,0,1,RN,RN,N, ,1.0,15.0,N,0,350.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,N, ,0,9.0,1.0,0.0,0.0,591.0,591.0,0
599,1,10,internet,1,F,42,2,0,0,1,GO,GO,Y,67,1.0,10.0,N,1,1500.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,2.0,4.0,,,749.0,749.0,0
600,2,20,presencial,1,M,52,2,0,0,1,SP,SP,N, ,1.0,2.0,N,0,510.0,230.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,2.0,0.0,0.0,188.0,188.0,1
601,1,10,internet,1,M,46,1,2,0,1,RS,RS,Y,54,1.0,5.0,N,1,1777.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,RS,N, ,0,9.0,2.0,,,944.0,944.0,0
602,1,10,presencial,1,F,82,4,0,0,1,PE,PE,Y,97,1.0,20.0,N,0,408.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,0.0,0.0,0.0,543.0,543.0,1
603,1,20,presencial,1,M,29,2,1,0,1,PR,SP,Y,5,1.0,20.0,N,1,1298.0,0.0,0,0,0,0,0,1,1,0.0,0,Y, ,N, ,0,,,,,615.0,615.0,1
604,1,5,presencial,1,M,72,4,0,0,1,CE,CE,Y,107,1.0,0.0,N,0,350.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,1.0,0.0,0.0,600.0,600.0,0
605,1,10,presencial,1,M,43,2,2,0,1,SP,SP,Y,5,1.0,11.0,N,0,1099.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,5.0,0.0,0.0,727.0,727.0,0
606,1,15,correio,1,F,44,2,0,0,1,RJ,RJ,Y,22,1.0,1.0,N,1,209.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,11.0,2.0,11.0,,286.0,286.0,0
607,1,5,internet,1,F,51,1,0,0,1,PB,PB,N, ,1.0,10.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,9.0,2.0,,,581.0,581.0,1
608,1,5,internet,1,F,26,1,0,0,1,CE,CE,Y,107,1.0,26.0,N,1,343.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,2.0,4.0,,,627.0,627.0,0
609,1,10,presencial,1,M,54,2,0,0,1,SP,SP,Y,5,1.0,36.0,N,1,400.0,0.0,0,0,0,0,0,1,1,0.0,0,N, ,N, ,0,,,,,267.0,267.0,1
610,1,15,internet,1,F,19,1,0,0,1,PA,PA,Y,117,1.0,7.0,N,1,532.23,0.0,0,0,0,0,0,0,0,0.0,0,Y,PA,N, ,0,9.0,2.0,,,687.0,687.0,1
611,1,5,internet,1,F,32,1,2,0,1,PB,PB,Y,103,1.0,,N,1,3000.0,0.0,1,1,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,4.0,,,581.0,581.0,0
612,1,25,presencial,1,F,64,2,0,0,1,PE,PE,N, ,1.0,2.0,N,0,350.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,1.0,0.0,0.0,552.0,552.0,1
613,1,10,presencial,1,M,55,2,0,0,1,BA,BA,Y,84,1.0,,N,1,909.0,1028.69,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,452.0,452.0,1
614,1,15,internet,1,M,40,2,0,0,1,RJ,RJ,Y,20,1.0,1.0,N,1,646.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,RJ,Y,20,0,9.0,2.0,11.0,,235.0,235.0,1
615,1,10,internet,1,F,53,2,1,0,1,PE,PE,Y,97,1.0,17.0,N,1,2313.0,900.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,558.0,558.0,0
616,1,10,internet,1,M,43,4,1,0,1,BA,SP,Y,5,1.0,10.0,N,1,1451.0,0.0,1,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,7.0,5.0,,,715.0,715.0,0
617,1,20,internet,1,F,44,1,2,0,1,SP,SP,Y,5,2.0,2.0,N,1,565.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,SP,Y,5,0,9.0,2.0,,,275.0,275.0,0
618,1,1,internet,1,F,54,2,0,0,1,AM,AC,Y,76,1.0,4.0,N,1,1173.78,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,2.0,,,699.0,699.0,1
619,1,5,internet,1,M,33,2,0,0,1,RS,RS,Y,58,1.0,3.0,N,1,441.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,RS,N, ,0,9.0,2.0,16.0,3.0,964.0,964.0,0
620,1,15,internet,1,F,30,1,0,0,1,AL,BA,Y,86,1.0,2.0,N,1,533.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,BA,Y,86,0,9.0,2.0,,,486.0,486.0,0
621,1,15,internet,1,M,47,2,0,0,1,PR,PR,Y,40,1.0,10.0,N,1,434.34,0.0,0,0,0,0,0,0,0,0.0,0,Y,PR,Y,40,0,13.0,2.0,,,834.0,834.0,0
622,1,10,presencial,1,M,52,4,0,0,1,RS,RS,N, ,1.0,1.0,N,0,351.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,0.0,0.0,0.0,933.0,933.0,1
623,7,10,correio,1,F,32,2,4,0,1,MG,MG,Y,29,1.0,1.0,N,1,230.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,326.0,326.0,1
624,1,5,internet,1,M,40,1,0,0,1,AM,AM,Y,118,1.0,2.0,N,1,707.04,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,690.0,690.0,1
625,1,20,internet,1,F,28,1,2,0,1,CE,BA,Y,84,1.0,0.0,N,1,380.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,9.0,4.0,,,456.0,456.0,0
626,2,1,presencial,1,M,70,2,1,0,1,SP,SP,N, ,1.0,25.0,N,0,684.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,1.0,0.0,0.0,717.0,717.0,1
627,2,5,presencial,1,M,50,4,0,0,1,SP,SP,Y,5,1.0,10.0,N,0,1200.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,N, ,0,2.0,0.0,0.0,0.0,686.0,686.0,1
628,1,5,internet,1,F,33,1,1,0,1,BA,GO,Y,67,1.0,10.0,N,1,450.0,0.0,0,1,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,2.0,,,752.0,752.0,0
629,1,15,internet,1,F,19,1,0,0,1,GO,GO,Y,69,1.0,2.0,N,1,600.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,756.0,756.0,1
630,1,15,internet,1,F,55,4,0,0,1,RJ,GO,N, ,1.0,35.0,N,1,716.72,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,5.0,,,745.0,745.0,1
631,1,20,internet,1,M,38,2,0,0,1,PR,PR,Y,46,1.0,30.0,N,1,495.66,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,858.0,858.0,1
632,1,10,internet,1,M,45,2,3,0,1,CE,CE,N, ,1.0,20.0,N,1,582.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,CE,Y,107,0,9.0,2.0,16.0,4.0,604.0,604.0,1
633,1,15,correio,1,F,20,1,0,0,1,GO,GO,Y,66,5.0,1.0,N,1,370.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,GO,N, ,0,11.0,2.0,11.0,,728.0,728.0,0
634,1,15,internet,1,M,27,1,1,0,1,PB,PE,Y,111,1.0,12.0,N,1,360.0,80.0,0,0,0,0,0,0,0,0.0,0,Y,PE,Y,111,0,9.0,5.0,,,568.0,568.0,0
635,2,25,internet,1,M,39,2,2,0,1,SP,SP,Y,5,1.0,6.0,N,1,808.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,SP,N, ,0,9.0,2.0,,,883.0,883.0,0
636,1,15,presencial,1,F,49,4,0,0,1,SP,SP,Y,15,2.0,1.0,N,0,1250.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,2.0,0.0,0.0,157.0,157.0,1
637,1,20,internet,1,F,68,2,0,0,1,BA,BA,N, ,1.0,20.0,N,1,380.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,407.0,407.0,1
638,1,10,presencial,1,M,35,2,2,0,1,AM,AM,Y,118,1.0,11.0,N,1,2400.0,0.0,1,0,0,0,0,1,1,0.0,1,Y,AM,Y,118,0,9.0,5.0,0.0,0.0,690.0,690.0,1
639,1,10,internet,1,F,55,4,0,0,1,AM,AM,Y,118,1.0,5.0,N,1,420.0,1500.0,0,0,0,0,0,0,0,0.0,0,Y,AM,Y,118,0,9.0,5.0,,,690.0,690.0,1
640,1,10,internet,1,F,28,1,0,0,1,MA,PA,N, ,1.0,1.0,N,1,380.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,686.0,686.0,1
641,1,10,internet,1,M,64,2,2,0,1,MG,MG,N, ,1.0,1.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,9.0,1.0,,,395.0,395.0,0
642,1,10,presencial,1,F,29,2,2,0,1,SP,SP,Y,5,1.0,4.0,N,0,350.0,450.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,2.0,1.0,0.0,0.0,678.0,678.0,1
643,1,15,internet,1,F,46,7,0,0,1,RJ,RJ,Y,20,1.0,1.0,N,1,250.0,0.0,1,0,0,0,0,0,0,0.0,0,N, ,N, ,0,2.0,4.0,,,244.0,244.0,0
644,1,10,internet,1,M,77,2,0,0,1,RN,RN,N, ,1.0,1.0,N,1,700.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,,,,,596.0,596.0,0
645,1,5,internet,1,M,75,6,0,0,1,PA,PA,Y,120,1.0,15.0,N,1,380.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,684.0,684.0,0
646,1,5,internet,1,F,50,2,0,0,1,RS,RS,Y,54,1.0,8.0,N,1,380.0,0.0,0,1,0,0,0,0,0,0.0,0,Y, ,N, ,0,9.0,1.0,,,956.0,956.0,0
647,1,15,presencial,1,F,38,2,0,0,1,AC,BA,Y,81,1.0,,N,1,270.0,0.0,0,0,0,0,0,1,1,0.0,0,N, ,N, ,0,,,,,402.0,402.0,1
648,1,10,internet,1,M,30,2,0,0,2,PR,RS,Y,54,1.0,2.0,N,1,52475.0,0.0,1,1,0,0,0,0,0,0.0,0,Y,RS,Y,54,0,9.0,2.0,,,920.0,920.0,1
649,1,10,presencial,1,F,39,1,0,0,1,MT,MT,Y,71,1.0,18.0,N,1,650.0,400.0,1,0,0,0,0,1,1,18000.0,1,N, ,N, ,0,9.0,2.0,0.0,0.0,780.0,780.0,0
650,1,10,internet,1,M,31,2,0,0,1,MT,MT,Y,71,0.0,1.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,2.0,4.0,,,781.0,781.0,0
651,1,5,internet,1,F,23,2,1,0,1,PA,PA,N, ,5.0,8.0,N,1,700.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,11.0,2.0,9.0,4.0,686.0,686.0,0
652,1,5,internet,1,F,65,2,0,0,1,PA,AP,Y,123,1.0,16.0,N,1,351.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,1.0,,,689.0,689.0,0
653,1,25,presencial,1,M,28,2,2,0,1,AL,AL,Y,100,1.0,1.0,N,1,424.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,AL,Y,100,0,11.0,2.0,11.0,,576.0,576.0,0
654,1,15,internet,1,M,44,2,0,0,1,MT,SP,Y,5,1.0,11.0,N,1,990.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,719.0,719.0,1
655,1,5,presencial,1,F,51,1,1,0,1,PE,PE,N, ,1.0,4.0,N,1,350.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,PE,Y,97,0,9.0,2.0,0.0,0.0,559.0,559.0,1
656,1,15,internet,1,M,30,2,0,0,1,PE,PE,Y,97,1.0,20.0,N,1,574.0,300.0,0,0,0,0,0,0,0,0.0,0,Y,PE,Y,97,0,10.0,5.0,,,507.0,507.0,1
657,1,15,internet,1,F,35,2,0,0,1,MA,SP,Y,5,1.0,2.0,N,1,380.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,,,,,228.0,228.0,1
658,1,15,correio,1,M,58,5,3,0,1,PI,PI,Y,110,1.0,1.0,N,1,300.0,0.0,0,0,0,0,0,1,1,0.0,0,N, ,N, ,0,,,,,642.0,642.0,0
659,1,10,presencial,1,F,23,1,0,0,1,SP,MG,Y,33,1.0,15.0,N,0,450.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,MG,N, ,0,9.0,5.0,0.0,0.0,375.0,375.0,0
660,1,20,internet,1,F,45,2,0,0,1,SP,SP,Y,14,1.0,,N,1,1400.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,144.0,144.0,0
661,2,25,internet,1,F,48,2,0,0,1,GO,GO,Y,67,1.0,7.0,N,1,234.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,GO,N, ,0,9.0,2.0,,,750.0,750.0,1
662,1,25,presencial,1,M,28,2,1,0,1,PE,PE,Y,111,1.0,0.0,N,0,400.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,4.0,0.0,0.0,563.0,563.0,0
663,1,25,correio,1,F,52,1,0,0,1,PE,PE,Y,97,1.0,1.0,N,1,2145.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,11.0,1.0,11.0,,521.0,521.0,1
664,1,5,presencial,1,F,59,2,0,0,1,CE,CE,N, ,1.0,1.0,N,0,350.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,N, ,0,9.0,2.0,0.0,0.0,627.0,627.0,1
665,1,5,internet,1,F,67,1,0,0,1,RJ,RJ,Y,20,1.0,10.0,N,1,351.33,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,16.0,1.0,,,217.0,217.0,1
666,1,10,presencial,1,M,42,1,0,0,1,PE,PE,Y,97,1.0,15.0,N,0,2224.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,PE,N, ,0,9.0,2.0,0.0,0.0,558.0,558.0,1
667,1,10,internet,1,F,44,6,0,0,1,CE,CE,Y,107,1.0,10.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,2.0,4.0,,,601.0,601.0,0
668,1,10,presencial,1,F,45,1,0,0,1,MG,MG,Y,32,1.0,15.0,N,0,976.0,0.0,1,0,0,0,0,1,1,38000.0,1,Y, ,N, ,0,9.0,5.0,0.0,0.0,384.0,384.0,1
669,1,25,presencial,1,F,47,1,2,0,1,PI,PI,Y,110,1.0,15.0,N,1,1840.0,0.0,1,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,5.0,0.0,0.0,642.0,642.0,1
670,1,25,presencial,1,F,34,2,0,0,0, ,PB,Y,103,1.0,0.0,N,1,400.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,N, ,0,9.0,4.0,11.0,0.0,584.0,584.0,0
671,2,25,internet,1,F,24,1,0,0,1,SP,SP,Y,5,1.0,1.0,N,1,650.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,2.0,5.0,,,978.0,978.0,0
672,1,5,presencial,1,M,23,2,0,0,1,RS,RS,Y,62,1.0,5.0,N,0,561.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,2.0,0.0,0.0,975.0,975.0,1
673,1,15,internet,1,M,63,4,0,0,1,PE,PE,Y,97,1.0,5.0,N,1,592.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,534.0,534.0,0
674,1,25,internet,1,F,44,1,3,0,1,MA,GO,Y,66,1.0,5.0,N,1,1362.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,GO,Y,66,0,9.0,5.0,,,737.0,737.0,0
675,2,1,presencial,1,F,54,2,2,0,1,BA,BA,N, ,1.0,0.0,N,1,1970.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,N, ,0,9.0,2.0,0.0,0.0,452.0,452.0,1
676,1,25,internet,1,M,47,1,0,0,1,AL,AL,Y,100,2.0,,N,1,1100.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,AL,N, ,0,,,,,579.0,579.0,1
677,1,5,presencial,1,F,41,2,2,0,1,RJ,RJ,Y,20,1.0,2.0,N,1,600.0,0.0,0,1,0,0,0,1,1,0.0,1,Y,RJ,Y,20,0,9.0,5.0,0.0,0.0,248.0,248.0,0
678,1,10,presencial,1,F,54,1,0,0,1,PE,GO,Y,69,1.0,1.0,N,0,1500.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,GO,N, ,0,9.0,4.0,0.0,0.0,755.0,755.0,1
679,2,5,internet,1,M,34,1,0,0,1,BA,BA,Y,84,5.0,3.0,N,1,380.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,13.0,2.0,,,458.0,458.0,0
680,1,10,presencial,1,F,35,2,4,0,1,BA,SP,Y,5,2.0,0.0,N,0,300.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,5.0,0.0,0.0,676.0,676.0,0
681,1,15,internet,1,F,39,1,1,0,1,ES,ES,N, ,1.0,0.0,N,1,440.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,ES,Y,25,0,9.0,2.0,,,297.0,297.0,0
682,2,20,internet,1,F,28,2,0,0,1,PB,PB,Y,103,1.0,2.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,4.0,,,581.0,581.0,0
683,1,10,internet,1,F,44,2,2,0,1,BA,RO,Y,77,1.0,2.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,RO,Y,77,0,9.0,2.0,,,789.0,789.0,0
684,1,10,internet,1,M,28,2,0,0,1,AL,SP,Y,5,1.0,5.0,N,1,534.0,0.0,0,1,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,129.0,129.0,1
685,1,10,internet,1,M,41,1,0,0,1,PR,MT,Y,71,1.0,,N,1,588.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,Y,71,0,9.0,2.0,,,784.0,784.0,0
686,2,15,internet,1,M,60,2,1,0,1,MG,SP,Y,10,1.0,,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,2.0,4.0,,,118.0,118.0,0
687,1,10,internet,1,M,20,1,0,0,1,MG,MG,Y,29,5.0,18.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,MG,Y,29,0,9.0,2.0,,,364.0,364.0,1
688,1,10,internet,1,F,31,2,3,0,1,DF,GO,N, ,1.0,25.0,N,1,1383.0,0.0,1,1,0,0,0,0,0,0.0,0,Y,DF,Y,66,0,9.0,2.0,,,728.0,728.0,0
689,1,10,presencial,1,M,37,2,2,0,1,SP,SP,Y,5,1.0,1.0,N,1,793.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,SP,Y,5,0,9.0,2.0,11.0,,843.0,843.0,0
690,1,20,correio,1,F,27,1,0,0,1,TO,PA,N, ,1.0,1.0,N,1,800.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,4.0,11.0,,681.0,681.0,0
691,1,15,presencial,1,F,33,2,0,0,1,MA,PA,N, ,1.0,8.0,N,0,484.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,PA,N, ,0,9.0,2.0,9.0,2.0,685.0,685.0,0
692,1,25,presencial,1,M,34,2,0,0,1,BA,SP,Y,5,1.0,8.0,N,0,592.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,2.0,0.0,0.0,725.0,725.0,0
693,1,10,presencial,1,F,46,2,3,0,1,BA,BA,N, ,1.0,0.0,N,0,500.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,2.0,4.0,9.0,4.0,438.0,438.0,1
694,1,10,internet,1,M,60,5,0,0,1,RJ,RJ,N, ,1.0,40.0,N,1,563.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,,,217.0,217.0,1
695,1,10,internet,1,M,55,7,0,0,1,PE,PB,Y,103,1.0,10.0,N,1,1149.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,,,,,583.0,583.0,1
696,1,25,presencial,1,N,31,2,0,0,1,RS,RS,Y,54,1.0,4.0,N,0,350.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,2.0,0.0,0.0,948.0,948.0,1
697,1,25,presencial,1,F,48,3,0,0,1,BA,RJ,Y,20,1.0,,N,1,1450.0,0.0,0,1,0,0,0,1,1,0.0,0,Y,RJ,Y,20,0,7.0,2.0,,,247.0,247.0,1
698,1,25,correio,1,F,39,2,2,0,1,BA,SP,Y,5,1.0,,N,1,3136.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,SP,N, ,0,11.0,2.0,11.0,,719.0,719.0,0
699,1,25,internet,1,F,20,2,0,0,1,MG,MG,Y,29,,3.0,N,1,760.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,MG,Y,29,0,9.0,2.0,,,365.0,365.0,0
700,1,5,internet,1,M,36,2,0,0,1,PB,PB,Y,103,1.0,2.0,N,1,500.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,,,,581.0,581.0,0
701,1,10,presencial,1,F,38,1,0,0,1,SP,SP,Y,15,2.0,4.0,N,0,835.0,190.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,5.0,0.0,0.0,147.0,147.0,0
702,1,5,internet,1,F,60,1,7,0,1,AL,AL,Y,100,1.0,7.0,N,1,371.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,2.0,4.0,,,570.0,570.0,0
703,2,1,presencial,1,M,55,2,0,0,1,GO,GO,N, ,1.0,0.0,N,1,495.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,9.0,2.0,0.0,0.0,752.0,752.0,0
704,1,10,internet,1,M,45,2,2,0,1,RJ,RJ,Y,20,1.0,1.0,N,1,433.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,11.0,,235.0,235.0,1
705,1,10,presencial,1,M,83,2,0,0,1,PB,PB,Y,103,2.0,20.0,N,0,1638.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,0.0,0.0,0.0,581.0,581.0,1
706,1,15,presencial,1,F,35,1,4,0,1,CE,CE,Y,112,1.0,5.0,N,0,500.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,N, ,0,2.0,4.0,0.0,0.0,639.0,639.0,0
707,1,10,presencial,1,M,67,4,0,0,1,PE,PE,Y,97,2.0,1.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,1.0,11.0,,550.0,550.0,1
708,1,15,presencial,1,F,20,1,0,0,1,RS,MS,Y,75,5.0,1.0,N,0,405.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,MS,N, ,0,9.0,2.0,0.0,0.0,795.0,795.0,1
709,1,10,presencial,1,F,40,2,0,0,1,RN,RN,Y,105,1.0,3.0,N,1,570.0,0.0,1,1,0,0,0,1,1,0.0,1,N, ,N, ,0,2.0,4.0,0.0,0.0,590.0,590.0,0
710,1,10,internet,1,M,51,1,2,0,1,MG,MG,Y,32,1.0,1.0,N,1,1260.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,9.0,1.0,11.0,,384.0,384.0,0
711,1,25,internet,1,F,30,2,2,0,1,RS,RS,Y,54,1.0,6.0,N,1,337.77,0.0,0,0,0,0,0,0,0,0.0,0,Y,RS,N, ,0,9.0,2.0,,,941.0,941.0,1
712,1,15,internet,1,M,32,2,0,0,1,PA,PA,Y,120,1.0,2.0,N,1,509.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,PA,N, ,0,9.0,2.0,,,685.0,685.0,0
713,1,15,internet,1,F,31,2,0,0,1,AL,AL,Y,100,1.0,3.0,N,1,300.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,9.0,4.0,,,570.0,570.0,0
714,1,10,presencial,1,M,34,1,2,0,1,RS,RS,N, ,4.0,1.0,N,0,700.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,RS,Y,58,0,9.0,2.0,0.0,0.0,960.0,960.0,1
715,1,5,internet,1,F,24,2,0,0,1,BA,BA,Y,81,2.0,,N,1,368.24,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,11.0,5.0,11.0,,428.0,428.0,0
716,1,1,presencial,1,F,55,2,0,0,1,SP,SP,Y,5,1.0,1.0,N,0,500.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,0.0,0.0,0.0,847.0,847.0,0
717,1,5,internet,1,F,74,2,2,0,1,RS,RS,Y,54,1.0,5.0,N,1,382.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,N, ,0,,1.0,9.0,2.0,941.0,941.0,0
718,1,10,internet,1,M,39,1,0,0,1,SP,SP,Y,15,1.0,0.0,N,1,664.27,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,N, ,0,9.0,2.0,,,156.0,156.0,1
719,1,10,internet,1,M,28,1,0,0,1,MG,MG,Y,30,1.0,1.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,MG,Y,30,0,9.0,2.0,,,367.0,367.0,0
720,1,10,internet,1,F,19,1,0,0,1,PE,PE,Y,97,1.0,5.0,N,1,400.0,0.0,0,1,0,0,0,0,0,0.0,0,N, ,N, ,0,2.0,5.0,,,522.0,522.0,0
721,7,10,presencial,1,F,23,2,0,0,1,BA,BA,Y,86,1.0,10.0,N,1,368.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,BA,Y,86,0,9.0,2.0,,,486.0,486.0,0
722,1,10,presencial,1,F,22,2,0,0,1,AL,SP,Y,5,1.0,8.0,N,1,880.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,N, ,0,0.0,2.0,0.0,0.0,726.0,726.0,1
