Id,tipo,bairro,tipo_vendedor,quartos,suites,vagas,area_util,area_extra,diferenciais,churrasqueira,estacionamento,piscina,playground,quadra,s_festas,s_jogos,s_ginastica,sauna,vista_mar,origem,preco
3600,0,10,0,1,1,1,53,0,83,0,0,0,0,0,0,0,0,1,0,treino,492562.0
3601,0,10,0,3,1,2,118,0,66,0,0,1,0,0,0,0,0,1,0,treino,780000.0
3602,0,10,0,3,1,1,63,0,54,1,0,1,0,0,0,0,0,0,0,treino,320000.0
3603,0,67,0,3,1,1,68,0,20,0,0,0,0,0,0,0,0,0,0,treino,295000.0
3604,0,10,0,4,3,2,1304,0,54,1,0,1,0,0,0,0,0,0,0,treino,850000.0
3605,0,36,0,3,1,1,67,0,67,0,0,0,1,0,0,0,0,0,0,treino,364350.0
3606,0,54,0,3,1,2,102,0,64,0,0,1,0,0,1,0,0,0,0,treino,850000.0
3607,0,10,0,4,1,0,150,0,12,1,0,0,0,0,0,0,0,0,0,treino,820000.0
3609,0,46,0,4,2,2,188,0,33,0,0,0,0,0,1,0,0,0,0,treino,750000.0
3611,0,38,0,3,1,1,111,0,50,0,0,0,0,0,0,0,0,0,0,treino,435000.0
3612,0,10,0,4,3,3,163,0,54,1,0,1,0,0,0,0,0,0,0,treino,980000.0
3613,0,10,0,3,1,2,119,0,54,1,0,1,0,0,0,0,0,0,0,treino,630000.0
3614,0,0,0,3,1,0,124,0,27,0,0,0,0,0,1,0,0,0,0,treino,620000.0
3616,0,43,0,5,2,2,339,0,77,0,0,0,0,0,1,0,0,0,0,treino,1150000.0
3617,0,43,0,4,4,3,153,0,54,1,0,1,0,0,0,0,0,0,0,treino,975000.0
3618,0,16,0,4,1,2,181,0,50,0,0,0,0,0,0,0,0,0,0,treino,730000.0
3619,0,10,0,4,1,2,180,0,80,0,0,0,0,0,0,1,0,0,0,treino,1100000.0
3621,0,43,0,1,1,1,32,0,54,1,0,1,0,0,0,0,0,0,0,treino,250000.0
3622,0,10,0,3,1,0,135,0,70,0,0,0,1,0,1,0,0,0,0,treino,595000.0
3623,0,25,0,3,1,1,64,0,50,0,0,0,0,0,0,0,0,0,0,treino,357000.0
3624,0,14,0,3,1,2,126,0,68,0,0,0,1,1,0,0,0,0,0,treino,480000.0
3626,0,36,0,3,1,0,71,0,50,0,0,0,0,0,0,0,0,0,0,treino,330000.0
3627,1,10,0,4,0,3,166,84,20,0,0,0,0,0,0,0,0,0,0,treino,487000.0
3628,0,0,0,3,1,1,125,0,77,0,0,0,0,0,1,0,0,0,0,treino,450000.0
3629,0,38,0,3,1,1,78,0,50,0,0,0,0,0,0,0,0,0,0,treino,250000.0
3630,0,10,0,3,1,2,105,0,57,0,1,1,0,0,0,0,0,0,0,treino,750000.0
3631,0,16,0,4,2,2,128,0,52,0,0,1,0,1,0,0,0,0,0,treino,850000.0
3632,0,12,0,2,0,0,54,0,50,0,0,0,0,0,0,0,0,0,0,treino,160000.0
3633,0,15,0,3,1,2,69,0,54,1,0,1,0,0,0,0,0,0,0,treino,420000.0
3634,0,16,0,3,1,2,110,0,70,0,0,0,1,0,1,0,0,0,0,treino,655000.0
3635,0,10,0,4,3,2,131,0,66,0,0,1,0,0,0,0,0,1,0,treino,770000.0
3636,0,10,0,4,1,2,131,49,54,1,0,1,0,0,0,0,0,0,0,treino,600000.0
3637,0,10,0,1,0,1,26,0,50,0,0,0,0,0,0,0,0,0,0,treino,200000.0
3638,0,22,0,3,0,1,61,0,60,0,0,1,1,0,0,0,0,0,0,treino,390000.0
3639,0,52,0,3,1,2,86,0,64,0,0,1,0,0,1,0,0,0,0,treino,500000.0
3640,0,38,0,2,1,1,99,0,50,0,0,0,0,0,0,0,0,0,0,treino,250000.0
3641,0,34,0,2,0,1,55,0,50,0,0,0,0,0,0,0,0,0,0,treino,280000.0
3643,0,59,0,3,1,1,125,0,50,0,0,0,0,0,0,0,0,0,0,treino,350000.0
3644,0,54,0,1,1,1,32,0,57,0,1,1,0,0,0,0,0,0,0,treino,232500.0
3645,0,25,0,3,1,1,64,0,54,1,0,1,0,0,0,0,0,0,0,treino,392793.0
3646,0,35,0,4,4,2,130,0,10,1,0,0,0,1,0,0,0,0,0,treino,705000.0
3647,0,10,0,1,1,1,53,0,83,0,0,0,0,0,0,0,0,1,0,treino,492562.0
3648,0,10,0,3,1,1,81,0,50,0,0,0,0,0,0,0,0,0,0,treino,350000.0
3649,0,10,0,2,1,1,55,25,54,1,0,1,0,0,0,0,0,0,0,treino,312000.0
3650,0,10,0,4,4,2,158,0,55,0,0,1,0,0,0,0,0,0,0,treino,1289925.0
3651,0,54,0,2,0,1,82,0,50,0,0,0,0,0,0,0,0,0,0,treino,340000.0
3652,0,30,0,3,1,2,78,0,54,1,0,1,0,0,0,0,0,0,0,treino,456000.0
3653,0,10,0,3,1,1,90,0,68,0,0,0,1,1,0,0,0,0,0,treino,550000.0
3654,0,10,0,3,1,2,180,54,50,0,0,0,0,0,0,0,0,0,0,treino,695000.0
3655,0,54,0,2,1,1,65,0,54,1,0,1,0,0,0,0,0,0,0,treino,400000.0
3656,0,50,0,3,2,2,108,4173,55,0,0,1,0,0,0,0,0,0,0,treino,800000.0
3657,0,15,0,3,1,1,58,0,89,0,0,0,0,0,1,0,0,1,0,treino,386146.0
3658,0,23,0,1,0,1,43,0,77,0,0,0,0,0,1,0,0,0,0,treino,180000.0
3659,0,27,0,3,1,2,78,0,54,1,0,1,0,0,0,0,0,0,0,treino,460800.0
3660,0,48,0,4,2,2,127,0,54,1,0,1,0,0,0,0,0,0,0,treino,1250000.0
3661,0,65,0,3,1,1,110,0,50,0,0,0,0,0,0,0,0,0,0,treino,325000.0
3662,0,38,0,3,1,2,95,8,50,0,0,0,0,0,0,0,0,0,0,treino,290000.0
3663,0,10,0,3,0,0,128,0,50,0,0,0,0,0,0,0,0,0,0,treino,800000.0
3664,1,26,0,4,0,0,128,0,50,0,0,0,0,0,0,0,0,0,0,treino,350000.0
3665,0,10,1,3,1,1,62,0,54,1,0,1,0,0,0,0,0,0,0,treino,412000.0
3666,0,65,0,3,1,1,65,0,54,1,0,1,0,0,0,0,0,0,0,treino,400000.0
3667,0,16,0,3,1,2,128,0,56,0,0,1,0,0,0,0,0,0,0,treino,695000.0
3668,0,52,0,3,1,2,86,0,57,0,1,1,0,0,0,0,0,0,0,treino,499000.0
3669,0,10,0,3,1,2,97,0,54,1,0,1,0,0,0,0,0,0,0,treino,689000.0
3671,0,35,0,3,1,2,104,0,50,0,0,0,0,0,0,0,0,0,0,treino,690000.0
3672,0,14,0,3,1,2,97,0,54,1,0,1,0,0,0,0,0,0,0,treino,470000.0
3673,0,43,0,3,1,3,105,0,50,0,0,0,0,0,0,0,0,0,0,treino,830000.0
3674,0,48,0,3,1,2,105,0,50,0,0,0,0,0,0,0,0,0,0,treino,900000.0
3675,0,10,0,4,2,2,140,0,64,0,0,1,0,0,1,0,0,0,0,treino,1150000.0
3676,0,36,0,4,4,3,170,0,54,1,0,1,0,0,0,0,0,0,0,treino,1190000.0
3677,0,10,0,1,1,0,53,0,54,1,0,1,0,0,0,0,0,0,0,treino,350000.0
3678,0,35,0,4,2,3,140,0,54,1,0,1,0,0,0,0,0,0,0,treino,850000.0
3679,0,46,0,3,1,1,87,0,54,1,0,1,0,0,0,0,0,0,0,treino,400000.0
3680,0,15,0,2,0,1,52,0,54,1,0,1,0,0,0,0,0,0,0,treino,330000.0
3681,0,10,0,2,1,1,76,0,64,0,0,1,0,0,1,0,0,0,0,treino,480000.0
3682,0,10,0,4,2,4,144,0,52,0,0,1,0,1,0,0,0,0,0,treino,1000000.0
3683,0,10,0,4,2,2,149,0,54,1,0,1,0,0,0,0,0,0,0,treino,1089000.0
3684,0,16,0,2,1,1,60,30,66,0,0,1,0,0,0,0,0,1,0,treino,380000.0
3685,0,10,0,3,0,1,100,0,50,0,0,0,0,0,0,0,0,0,0,treino,320000.0
3686,0,10,0,2,1,1,46,0,64,0,0,1,0,0,1,0,0,0,0,treino,303800.0
3687,0,65,0,2,1,1,67,0,16,1,0,0,1,0,0,0,0,0,0,treino,265000.0
3688,0,10,0,3,1,2,108,0,54,1,0,1,0,0,0,0,0,0,0,treino,598000.0
3689,0,10,0,4,2,2,180,0,50,0,0,0,0,0,0,0,0,0,0,treino,800000.0
3690,0,10,0,3,1,2,101,0,6,0,0,0,0,1,1,0,0,0,0,treino,650000.0
3691,1,54,0,4,2,3,300,0,50,0,0,0,0,0,0,0,0,0,0,treino,550000.0
3692,0,43,0,3,1,2,106,0,50,0,0,0,0,0,0,0,0,0,0,treino,375000.0
3693,0,10,0,4,2,2,317,0,25,0,0,0,0,1,0,0,0,0,0,treino,950000.0
3694,0,54,0,3,1,1,66,0,60,0,0,1,1,0,0,0,0,0,0,treino,430000.0
3695,0,10,0,4,2,2,128,0,52,0,0,1,0,1,0,0,0,0,0,treino,1003680.0
3696,0,10,0,2,2,2,86,0,60,0,0,1,1,0,0,0,0,0,0,treino,780000.0
3697,0,10,0,2,1,1,59,0,54,1,0,1,0,0,0,0,0,0,0,treino,353000.0
3698,0,39,0,3,1,2,112,46,55,0,0,1,0,0,0,0,0,0,0,treino,560000.0
3699,0,46,0,3,1,1,125,0,20,0,0,0,0,0,0,0,0,0,0,treino,465000.0
3700,0,10,0,3,1,1,64,0,60,0,0,1,1,0,0,0,0,0,0,treino,435395.0
3701,0,39,0,3,1,2,69,0,54,1,0,1,0,0,0,0,0,0,0,treino,465000.0
3702,0,25,0,4,1,2,241,0,50,0,0,0,0,0,0,0,0,0,0,treino,540000.0
3703,0,12,0,3,1,1,118,49,50,0,0,0,0,0,0,0,0,0,0,treino,380000.0
3704,0,48,0,3,1,1,68,0,54,1,0,1,0,0,0,0,0,0,0,treino,375000.0
3705,0,65,0,3,1,1,100,0,77,0,0,0,0,0,1,0,0,0,0,treino,340000.0
3706,0,25,0,3,1,1,61,0,51,0,0,1,0,0,0,0,0,0,0,treino,340000.0
3708,0,25,0,2,0,1,47,0,70,0,0,0,1,0,1,0,0,0,0,treino,255000.0
3709,0,65,0,2,1,1,51,0,54,1,0,1,0,0,0,0,0,0,0,treino,340000.0
3710,0,10,0,4,2,3,150,0,52,0,0,1,0,1,0,0,0,0,0,treino,990000.0
3711,0,12,0,3,1,2,120,47,50,0,0,0,0,0,0,0,0,0,0,treino,380000.0
3712,0,45,0,1,0,1,32,0,89,0,0,0,0,0,1,0,0,1,0,treino,250000.0
3715,0,68,1,2,1,1,55,0,50,0,0,0,0,0,0,0,0,0,0,treino,150000.0
3716,0,15,0,4,2,3,123,0,54,1,0,1,0,0,0,0,0,0,0,treino,602897.0
3717,0,15,0,3,1,1,66,0,70,0,0,0,1,0,1,0,0,0,0,treino,439000.0
3718,0,15,0,4,2,3,288,62,50,0,0,0,0,0,0,0,0,0,0,treino,1250000.0
3719,0,27,0,3,1,2,150,0,77,0,0,0,0,0,1,0,0,0,0,treino,510000.0
3720,0,26,0,2,1,1,51,0,64,0,0,1,0,0,1,0,0,0,0,treino,235500.0
3721,0,25,0,3,1,2,74,0,51,0,0,1,0,0,0,0,0,0,0,treino,400000.0
3722,0,65,0,3,1,1,100,0,34,0,1,0,0,0,0,0,0,0,0,treino,370000.0
3723,0,10,0,3,2,2,110,0,54,1,0,1,0,0,0,0,0,0,0,treino,650000.0
3724,0,67,0,3,1,1,682,0,54,1,0,1,0,0,0,0,0,0,0,treino,370000.0
3725,0,63,0,3,1,2,118,0,70,0,0,0,1,0,1,0,0,0,0,treino,650000.0
3726,0,30,0,3,1,1,94,0,50,0,0,0,0,0,0,0,0,0,0,treino,290000.0
3728,0,10,0,2,1,1,58,0,50,0,0,0,0,0,0,0,0,0,0,treino,270000.0
3729,0,10,0,3,1,0,63,10,64,0,0,1,0,0,1,0,0,0,0,treino,441000.0
3730,0,48,0,3,0,1,87,0,77,0,0,0,0,0,1,0,0,0,0,treino,245000.0
3731,0,10,0,4,2,2,129,0,77,0,0,0,0,0,1,0,0,0,0,treino,730000.0
3732,0,36,0,2,1,0,54,0,77,0,0,0,0,0,1,0,0,0,0,treino,270000.0
3733,0,54,0,3,1,2,90,0,70,0,0,0,1,0,1,0,0,0,0,treino,578000.0
3735,0,10,0,2,1,1,61,0,54,1,0,1,0,0,0,0,0,0,0,treino,349000.0
3736,0,10,0,3,1,1,68,7,64,0,0,1,0,0,1,0,0,0,0,treino,445000.0
3737,0,67,0,2,0,1,53,0,50,0,0,0,0,0,0,0,0,0,0,treino,296721.0
3738,0,67,0,2,1,1,55,0,54,1,0,1,0,0,0,0,0,0,0,treino,279000.0
3739,1,42,0,3,1,1,130,0,12,1,0,0,0,0,0,0,0,0,0,treino,440000.0
3742,0,0,0,2,1,1,54,0,13,1,0,0,0,0,0,0,0,0,0,treino,390000.0
3743,0,15,0,2,1,1,60,0,50,0,0,0,0,0,0,0,0,0,0,treino,220000.0
3744,0,25,0,5,3,3,240,0,50,0,0,0,0,0,0,0,0,0,0,treino,550000.0
3745,0,0,0,3,1,1,94,0,50,0,0,0,0,0,0,0,0,0,0,treino,400000.0
3746,0,10,0,3,1,2,97,0,86,0,0,0,1,0,0,0,0,1,0,treino,470000.0
3747,0,43,0,3,1,2,98,0,54,1,0,1,0,0,0,0,0,0,0,treino,535000.0
3748,0,3,0,4,2,2,140,0,76,0,0,0,0,0,0,1,1,0,0,treino,1100000.0
3749,0,10,0,3,2,2,86,0,54,1,0,1,0,0,0,0,0,0,0,treino,390000.0
3750,0,43,0,3,1,2,85,0,54,1,0,1,0,0,0,0,0,0,0,treino,495000.0
3751,0,15,0,3,1,1,73,30,54,1,0,1,0,0,0,0,0,0,0,treino,360000.0
3753,0,39,0,4,2,2,143,0,60,0,0,1,1,0,0,0,0,0,0,treino,900000.0
3754,0,10,0,3,1,1,142,0,50,0,0,0,0,0,0,0,0,0,0,treino,500000.0
3755,0,22,0,2,1,1,55,0,54,1,0,1,0,0,0,0,0,0,0,treino,260000.0
3756,0,0,0,3,3,3,160,0,66,0,0,1,0,0,0,0,0,1,0,treino,1100000.0
3757,0,38,0,2,1,1,44,0,54,1,0,1,0,0,0,0,0,0,0,treino,193000.0
3758,0,27,0,3,1,2,77,0,54,1,0,1,0,0,0,0,0,0,0,treino,475000.0
3759,0,16,0,4,4,3,200,0,66,0,0,1,0,0,0,0,0,1,0,treino,1200000.0
3761,0,54,0,4,2,2,111,0,54,1,0,1,0,0,0,0,0,0,0,treino,850000.0
3762,0,16,0,2,1,2,80,0,54,1,0,1,0,0,0,0,0,0,0,treino,540000.0
3763,0,10,0,3,3,2,144,0,29,0,1,0,0,0,0,0,0,0,0,treino,550000.0
3764,0,15,0,3,1,2,77,0,60,0,0,1,1,0,0,0,0,0,0,treino,495000.0
3765,0,15,0,3,1,2,77,0,54,1,0,1,0,0,0,0,0,0,0,treino,565000.0
3766,0,65,0,3,1,1,75,0,3,0,0,0,1,1,0,0,0,0,0,treino,370000.0
3767,0,54,0,2,1,1,55,0,56,0,0,1,0,0,0,0,0,0,0,treino,370000.0
3768,0,46,0,4,2,2,208,0,29,0,1,0,0,0,0,0,0,0,0,treino,890000.0
3769,0,52,0,2,0,2,75,0,70,0,0,0,1,0,1,0,0,0,0,treino,355000.0
3770,0,48,0,3,1,1,72,0,54,1,0,1,0,0,0,0,0,0,0,treino,410000.0
3771,0,15,0,3,1,1,115,0,20,0,0,0,0,0,0,0,0,0,0,treino,400000.0
3772,0,10,0,2,1,1,68,0,54,1,0,1,0,0,0,0,0,0,0,treino,400000.0
3773,0,48,0,1,1,1,33,0,66,0,0,1,0,0,0,0,0,1,0,treino,270000.0
3774,0,15,0,2,1,2,52,0,54,1,0,1,0,0,0,0,0,0,0,treino,373600.0
3775,0,63,0,3,1,2,100,0,60,0,0,1,1,0,0,0,0,0,0,treino,610000.0
3776,0,10,0,4,1,2,187,134,77,0,0,0,0,0,1,0,0,0,0,treino,950000.0
3777,0,10,0,3,1,2,95,0,54,1,0,1,0,0,0,0,0,0,0,treino,470000.0
3778,0,22,0,2,1,2,58,0,56,0,0,1,0,0,0,0,0,0,0,treino,250000.0
3780,0,25,0,2,1,1,49,0,66,0,0,1,0,0,0,0,0,1,0,treino,310000.0
3781,0,16,0,4,2,2,185,0,77,0,0,0,0,0,1,0,0,0,0,treino,780000.0
3782,0,25,0,3,1,1,62,0,56,0,0,1,0,0,0,0,0,0,0,treino,420000.0
3783,0,65,0,2,0,1,56,0,16,1,0,0,1,0,0,0,0,0,0,treino,260000.0
3784,0,15,0,2,1,1,49,0,54,1,0,1,0,0,0,0,0,0,0,treino,338000.0
3785,0,65,1,3,1,1,74,0,52,0,0,1,0,1,0,0,0,0,0,treino,455000.0
3786,0,65,0,3,2,2,90,0,54,1,0,1,0,0,0,0,0,0,0,treino,570000.0
3787,0,17,0,3,1,0,64,0,70,0,0,0,1,0,1,0,0,0,0,treino,385000.0
3788,0,14,0,3,1,1,73,0,50,0,0,0,0,0,0,0,0,0,0,treino,330000.0
3789,0,34,0,1,0,0,35,0,50,0,0,0,0,0,0,0,0,0,0,treino,120000.0
3790,0,19,0,3,1,1,65,0,56,0,0,1,0,0,0,0,0,0,0,treino,290000.0
3792,0,30,0,2,1,1,87,0,50,0,0,0,0,0,0,0,0,0,0,treino,385000.0
3793,0,10,0,2,0,1,87,0,50,0,0,0,0,0,0,0,0,0,0,treino,240000.0
3794,0,54,0,3,1,1,69,0,54,1,0,1,0,0,0,0,0,0,0,treino,510000.0
3795,0,10,0,2,1,2,98,0,54,1,0,1,0,0,0,0,0,0,0,treino,560000.0
3796,0,10,0,3,1,2,101,0,54,1,0,1,0,0,0,0,0,0,0,treino,680000.0
3797,0,43,0,2,1,0,44,0,54,1,0,1,0,0,0,0,0,0,0,treino,308700.0
3799,0,19,0,1,1,1,54,0,54,1,0,1,0,0,0,0,0,0,0,treino,266400.0
3800,0,65,0,3,1,1,79,0,77,0,0,0,0,0,1,0,0,0,0,treino,530000.0
3802,0,10,0,4,3,3,153,0,54,1,0,1,0,0,0,0,0,0,0,treino,1250000.0
3803,0,52,0,3,0,2,70,0,24,0,0,0,1,0,0,0,0,0,0,treino,330000.0
3804,0,22,0,3,0,1,68,0,54,1,0,1,0,0,0,0,0,0,0,treino,290000.0
3805,0,10,0,3,1,1,108,0,50,0,0,0,0,0,0,0,0,0,0,treino,440000.0
3806,0,10,0,3,1,1,108,0,54,1,0,1,0,0,0,0,0,0,0,treino,490000.0
3807,0,15,0,2,0,1,50,0,54,1,0,1,0,0,0,0,0,0,0,treino,300000.0
3808,0,66,0,3,1,1,64,0,86,0,0,0,1,0,0,0,0,1,0,treino,440388.0
3809,0,25,0,3,1,2,62,0,54,1,0,1,0,0,0,0,0,0,0,treino,385000.0
3810,0,43,0,3,0,2,90,0,77,0,0,0,0,0,1,0,0,0,0,treino,525000.0
3811,0,63,0,3,1,1,77,0,16,1,0,0,1,0,0,0,0,0,0,treino,310000.0
3812,0,10,0,4,3,2,230,0,77,0,0,0,0,0,1,0,0,0,0,treino,740000.0
3813,0,10,0,3,3,2,163,110,15,1,0,0,0,0,0,0,0,0,1,treino,830000.0
3814,0,46,0,4,4,3,190,70,66,0,0,1,0,0,0,0,0,1,0,treino,1200000.0
3817,0,14,0,3,1,1,73,0,50,0,0,0,0,0,0,0,0,0,0,treino,230000.0
3818,0,27,0,3,1,2,103,0,70,0,0,0,1,0,1,0,0,0,0,treino,430000.0
3819,0,27,0,2,2,2,113,0,63,0,0,1,0,0,0,0,1,0,0,treino,820000.0
3820,0,30,0,3,1,1,156,0,12,1,0,0,0,0,0,0,0,0,0,treino,710000.0
3823,0,10,0,3,1,2,106,0,24,0,0,0,1,0,0,0,0,0,0,treino,880000.0
3824,0,10,0,2,0,1,65,0,50,0,0,0,0,0,0,0,0,0,0,treino,280000.0
3825,0,10,0,3,1,2,109,0,66,0,0,1,0,0,0,0,0,1,0,treino,750000.0
3826,0,10,1,3,1,1,133,57,40,0,0,0,0,0,0,0,0,0,1,treino,730000.0
3827,0,10,0,4,3,2,128,0,54,1,0,1,0,0,0,0,0,0,0,treino,700000.0
3828,0,41,0,3,1,1,70,20,60,0,0,1,1,0,0,0,0,0,0,treino,320000.0
3829,0,10,0,3,1,1,63,0,54,1,0,1,0,0,0,0,0,0,0,treino,479000.0
3830,0,10,0,2,1,1,70,0,66,0,0,1,0,0,0,0,0,1,0,treino,360000.0
3831,0,43,0,3,0,1,90,20,66,0,0,1,0,0,0,0,0,1,0,treino,375000.0
3832,0,54,0,4,2,2,113,0,60,0,0,1,1,0,0,0,0,0,0,treino,700000.0
3833,0,43,0,3,0,0,79,0,54,1,0,1,0,0,0,0,0,0,0,treino,497000.0
3834,0,43,0,3,1,2,83,0,54,1,0,1,0,0,0,0,0,0,0,treino,470000.0
3835,0,65,0,3,1,1,73,0,54,1,0,1,0,0,0,0,0,0,0,treino,370000.0
3836,0,39,0,4,1,2,150,0,77,0,0,0,0,0,1,0,0,0,0,treino,650000.0
3837,0,54,0,3,1,1,86,0,54,1,0,1,0,0,0,0,0,0,0,treino,390000.0
3838,0,10,0,3,1,1,68,0,66,0,0,1,0,0,0,0,0,1,0,treino,340000.0
3839,0,54,0,3,2,2,132,0,54,1,0,1,0,0,0,0,0,0,0,treino,770000.0
3840,0,16,0,3,1,1,104,0,50,0,0,0,0,0,0,0,0,0,0,treino,395000.0
3841,0,10,0,2,1,1,54,0,54,1,0,1,0,0,0,0,0,0,0,treino,420000.0
3842,0,15,0,3,2,2,106,0,54,1,0,1,0,0,0,0,0,0,0,treino,670000.0
3846,0,46,0,3,1,2,100,0,70,0,0,0,1,0,1,0,0,0,0,treino,540000.0
3847,0,10,0,3,1,2,106,0,66,0,0,1,0,0,0,0,0,1,0,treino,600000.0
3848,0,35,0,3,1,1,59,0,60,0,0,1,1,0,0,0,0,0,0,treino,417500.0
3850,0,63,0,1,0,1,34,0,75,0,0,0,0,0,1,0,1,0,0,treino,215000.0
3851,0,10,0,3,1,1,61,0,54,1,0,1,0,0,0,0,0,0,0,treino,340000.0
3852,0,27,0,3,1,2,106,0,50,0,0,0,0,0,0,0,0,0,0,treino,480000.0
3853,0,10,0,2,1,1,54,0,89,0,0,0,0,0,1,0,0,1,0,treino,550000.0
3854,0,10,0,3,2,1,106,26,50,0,0,0,0,0,0,0,0,0,0,treino,330000.0
3856,0,43,0,3,1,2,92,0,70,0,0,0,1,0,1,0,0,0,0,treino,600000.0
3857,1,11,0,5,0,2,160,0,50,0,0,0,0,0,0,0,0,0,0,treino,600000.0
3858,0,10,0,2,1,1,64,0,54,1,0,1,0,0,0,0,0,0,0,treino,470000.0
3859,1,4,0,2,0,3,90,60,50,0,0,0,0,0,0,0,0,0,0,treino,550000.0
3860,0,43,0,3,1,1,100,0,50,0,0,0,0,0,0,0,0,0,0,treino,300000.0
3861,0,43,0,3,1,2,92,0,69,0,0,0,1,0,0,0,1,0,0,treino,640000.0
3863,0,10,0,3,1,1,59,0,64,0,0,1,0,0,1,0,0,0,0,treino,451474.0
3864,0,10,0,4,2,3,213,0,54,1,0,1,0,0,0,0,0,0,0,treino,1280000.0
3865,0,63,0,4,1,2,93,0,55,0,0,1,0,0,0,0,0,0,0,treino,580000.0
3866,0,63,0,4,2,3,107,0,64,0,0,1,0,0,1,0,0,0,0,treino,552000.0
3867,0,30,0,2,1,1,50,0,64,0,0,1,0,0,1,0,0,0,0,treino,420000.0
3868,0,10,0,4,3,2,149,0,54,1,0,1,0,0,0,0,0,0,0,treino,990000.0
3869,0,3,0,4,4,3,158,0,54,1,0,1,0,0,0,0,0,0,0,treino,860000.0
3870,0,43,0,3,1,0,87,0,24,0,0,0,1,0,0,0,0,0,0,treino,630000.0
3871,0,54,0,2,1,1,53,0,54,1,0,1,0,0,0,0,0,0,0,treino,373000.0
3872,0,0,0,3,1,2,145,0,60,0,0,1,1,0,0,0,0,0,0,treino,750000.0
3873,0,64,0,2,0,1,37,0,60,0,0,1,1,0,0,0,0,0,0,treino,206000.0
3874,0,25,0,3,1,1,60,0,70,0,0,0,1,0,1,0,0,0,0,treino,340000.0
3875,0,10,0,1,1,1,53,0,83,0,0,0,0,0,0,0,0,1,0,treino,492562.0
3876,0,4,0,2,1,1,52,0,51,0,0,1,0,0,0,0,0,0,0,treino,440000.0
3877,0,10,0,4,2,2,132,0,50,0,0,0,0,0,0,0,0,0,0,treino,850000.0
3878,0,43,0,3,1,1,74,0,54,1,0,1,0,0,0,0,0,0,0,treino,400000.0
3879,0,10,0,4,4,2,130,0,55,0,0,1,0,0,0,0,0,0,0,treino,820000.0
3880,0,43,0,3,1,1,135,0,24,0,0,0,1,0,0,0,0,0,0,treino,550000.0
3881,0,10,0,2,1,1,81,0,54,1,0,1,0,0,0,0,0,0,0,treino,270000.0
3882,0,11,0,4,4,3,176,0,66,0,0,1,0,0,0,0,0,1,0,treino,1000000.0
3883,0,10,0,3,1,1,70,0,54,1,0,1,0,0,0,0,0,0,0,treino,380000.0
3884,0,38,0,3,1,1,81,0,50,0,0,0,0,0,0,0,0,0,0,treino,160000.0
3885,0,10,0,3,1,1,68,32,57,0,1,1,0,0,0,0,0,0,0,treino,430000.0
3886,0,22,0,3,1,1,62,0,64,0,0,1,0,0,1,0,0,0,0,treino,380000.0
3888,0,10,1,3,1,2,108,0,50,0,0,0,0,0,0,0,0,0,0,treino,575000.0
3890,0,27,0,3,1,1,60,0,70,0,0,0,1,0,1,0,0,0,0,treino,380000.0
3891,1,38,0,4,0,6,200,0,50,0,0,0,0,0,0,0,0,0,0,treino,350000.0
3892,0,59,0,3,1,1,102,0,54,1,0,1,0,0,0,0,0,0,0,treino,600000.0
3893,0,52,0,3,1,1,60,0,70,0,0,0,1,0,1,0,0,0,0,treino,385200.0
3894,0,54,0,3,1,2,134,73,54,1,0,1,0,0,0,0,0,0,0,treino,690000.0
3895,0,15,0,3,1,1,72,18,54,1,0,1,0,0,0,0,0,0,0,treino,385000.0
3896,0,36,0,2,1,0,55,0,77,0,0,0,0,0,1,0,0,0,0,treino,267000.0
3898,0,10,0,3,1,2,160,0,70,0,0,0,1,0,1,0,0,0,0,treino,1100000.0
3899,0,15,0,2,1,1,58,0,77,0,0,0,0,0,1,0,0,0,0,treino,386147.0
3900,0,67,0,2,0,0,47,0,60,0,0,1,1,0,0,0,0,0,0,treino,280000.0
3903,0,15,0,3,1,1,87,0,66,0,0,1,0,0,0,0,0,1,0,treino,430000.0
3904,0,10,0,4,4,2,156,0,50,0,0,0,0,0,0,0,0,0,0,treino,1289925.0
3905,0,25,0,4,2,2,149,0,54,1,0,1,0,0,0,0,0,0,0,treino,860000.0
3906,0,15,0,3,2,2,105,69,54,1,0,1,0,0,0,0,0,0,0,treino,640000.0
3907,0,15,0,2,1,1,51,0,50,0,0,0,0,0,0,0,0,0,0,treino,350000.0
3908,0,43,0,2,1,1,63,0,50,0,0,0,0,0,0,0,0,0,0,treino,350000.0
3909,0,50,0,3,2,2,108,0,50,0,0,0,0,0,0,0,0,0,0,treino,800000.0
3910,0,23,0,4,2,2,230,0,54,1,0,1,0,0,0,0,0,0,0,treino,1100000.0
3911,0,65,0,4,3,2,112,0,54,1,0,1,0,0,0,0,0,0,0,treino,870000.0
3912,0,2,0,2,1,1,72,0,34,0,1,0,0,0,0,0,0,0,0,treino,155000.0
3913,0,45,0,1,0,1,32,0,66,0,0,1,0,0,0,0,0,1,0,treino,246000.0
3914,1,30,0,4,0,2,200,0,50,0,0,0,0,0,0,0,0,0,0,treino,1200000.0
3915,0,25,0,3,1,1,62,0,70,0,0,0,1,0,1,0,0,0,0,treino,420000.0
3916,0,10,0,4,2,3,136,0,54,1,0,1,0,0,0,0,0,0,0,treino,800000.0
3917,0,10,0,3,1,2,105,0,55,0,0,1,0,0,0,0,0,0,0,treino,570000.0
